Salary,Uses_AI,Years_Exp,Job_Satisfaction,Is_Remote,TimeSearching
180000,0,7,7,1,60-120 minutes a day
140000,1,8,5,1,Over 120 minutes a day
98135,0,10,8,1,15-30 minutes a day
103110,0,25,5,0,30-60 minutes a day
67236,1,8,8,0,15-30 minutes a day
9600,1,6,4,0,Over 120 minutes a day
126000,1,18,9,1,15-30 minutes a day
58598,1,1,9,0,60-120 minutes a day
120000,1,2,7,0,30-60 minutes a day
24149,0,16,8,0,15-30 minutes a day
170000,0,10,8,0,15-30 minutes a day
133755,0,13,6,0,15-30 minutes a day
134454,0,20,8,1,30-60 minutes a day
330000,0,20,7,0,60-120 minutes a day
75000,0,6,6,0,60-120 minutes a day
196000,1,23,9,1,15-30 minutes a day
66592,0,9,5,1,15-30 minutes a day
25123,1,30,9,0,Over 120 minutes a day
32954,0,3,7,0,15-30 minutes a day
1777,1,2,10,0,30-60 minutes a day
95000,1,19,7,0,Less than 15 minutes a day
200000,0,8,6,1,30-60 minutes a day
3529,1,4,7,0,Over 120 minutes a day
47259,1,4,10,0,30-60 minutes a day
170000,0,30,7,1,30-60 minutes a day
94037,1,6,9,0,15-30 minutes a day
101000,0,10,6,0,30-60 minutes a day
34958,0,19,8,1,60-120 minutes a day
42564,1,10,6,1,30-60 minutes a day
225553,1,23,7,1,Less than 15 minutes a day
16560,1,12,7,0,15-30 minutes a day
111892,1,24,10,1,15-30 minutes a day
198198,1,6,5,0,60-120 minutes a day
6600,1,7,9,1,60-120 minutes a day
144842,1,20,8,0,15-30 minutes a day
19870,1,0.5,8,1,60-120 minutes a day
69373,0,17,10,1,30-60 minutes a day
59073,0,4,7,0,Over 120 minutes a day
2801,0,8,8,1,15-30 minutes a day
48000,1,5,7,1,30-60 minutes a day
98814,0,22,7,0,60-120 minutes a day
1500,1,10,7,0,15-30 minutes a day
90866,1,25,8,1,15-30 minutes a day
123578,0,10,6,0,15-30 minutes a day
20396,1,1,6,0,30-60 minutes a day
225000,0,30,3,1,Over 120 minutes a day
77013,0,8,5,0,30-60 minutes a day
47554,1,14,3,0,30-60 minutes a day
169000,1,8,9,0,60-120 minutes a day
3987,1,14,5,0,15-30 minutes a day
100000,1,8,7,0,Over 120 minutes a day
35444,1,3,1,1,Over 120 minutes a day
9117,1,10,8,1,30-60 minutes a day
60000,1,3,8,1,Less than 15 minutes a day
46185,1,3,3,1,Over 120 minutes a day
85925,0,5,6,0,30-60 minutes a day
150369,1,20,8,1,15-30 minutes a day
19022,1,11,6,1,Less than 15 minutes a day
75821,1,5,8,1,15-30 minutes a day
330000,1,7,7,0,30-60 minutes a day
107406,1,10,8,0,60-120 minutes a day
150000,1,18,9,0,30-60 minutes a day
136000,0,20,6,0,15-30 minutes a day
105000,1,4,4,1,30-60 minutes a day
60147,1,8,8,1,30-60 minutes a day
782,1,2,7,0,30-60 minutes a day
89172,1,19,6,0,Less than 15 minutes a day
114128,1,5,7,0,Over 120 minutes a day
66616,0,18,9,0,15-30 minutes a day
127000,1,3,4,1,30-60 minutes a day
102036,1,23,7,1,30-60 minutes a day
200000,1,20,7,0,Over 120 minutes a day
9648,1,4,9,0,15-30 minutes a day
26726,0,1,8,0,Less than 15 minutes a day
2524,1,5,5,0,15-30 minutes a day
83000,0,24,2,0,Less than 15 minutes a day
32222,0,2,7,0,30-60 minutes a day
21886,1,3,5,1,30-60 minutes a day
73950,1,17,9,1,15-30 minutes a day
107406,1,18,9,1,15-30 minutes a day
60147,0,31,2,0,60-120 minutes a day
183000,0,4,7,0,15-30 minutes a day
74110,0,12,8,1,15-30 minutes a day
143000,1,13,8,1,30-60 minutes a day
74400,0,18,7,1,Less than 15 minutes a day
199642,0,22,8,0,15-30 minutes a day
32222,1,4,5,0,30-60 minutes a day
39740,1,3,8,1,60-120 minutes a day
71351,1,22,8,0,30-60 minutes a day
71280,1,2,8,1,15-30 minutes a day
171850,0,20,7,1,60-120 minutes a day
125000,0,8,6,1,30-60 minutes a day
103571,1,7,6,0,15-30 minutes a day
75184,1,4,7,1,60-120 minutes a day
190000,1,11,5,0,60-120 minutes a day
64444,1,25,7,0,30-60 minutes a day
120000,0,25,8,1,60-120 minutes a day
1196,1,6,7,1,15-30 minutes a day
110000,1,13,6,1,30-60 minutes a day
120000,0,7,8,0,30-60 minutes a day
76433,0,4,4,1,Less than 15 minutes a day
107406,1,20,9,0,15-30 minutes a day
91295,0,10,2,0,60-120 minutes a day
66615,0,7,8,1,30-60 minutes a day
6798,1,3,1,0,Over 120 minutes a day
40682,0,4,6,0,Less than 15 minutes a day
24243,1,5,5,1,30-60 minutes a day
300000,1,11,8,0,15-30 minutes a day
10800,1,1,8,1,30-60 minutes a day
147500,1,10,7,0,15-30 minutes a day
45860,0,6,7,0,15-30 minutes a day
12000,1,2,0,0,15-30 minutes a day
65578,1,11,6,0,60-120 minutes a day
380000,0,11,8,0,30-60 minutes a day
95000,1,6,9,1,15-30 minutes a day
45860,1,3,9,0,60-120 minutes a day
4048,1,3,8,0,15-30 minutes a day
103681,0,7,5,0,15-30 minutes a day
65279,1,1,10,0,60-120 minutes a day
254354,0,35,6,1,15-30 minutes a day
95000,1,2,9,0,15-30 minutes a day
130000,1,2,7,0,30-60 minutes a day
53703,0,5,4,0,Over 120 minutes a day
35444,1,4,1,0,30-60 minutes a day
118147,0,45,5,0,15-30 minutes a day
4600,1,0.5,9,0,30-60 minutes a day
1074,1,0.5,9,0,30-60 minutes a day
37592,1,9,7,1,15-30 minutes a day
87231,0,4,8,1,30-60 minutes a day
55000,0,7,7,1,60-120 minutes a day
148000,1,2,7,1,15-30 minutes a day
117000,1,2,9,0,Less than 15 minutes a day
79962,1,7,8,1,30-60 minutes a day
209000,1,3,5,1,15-30 minutes a day
79279,0,27,7,1,30-60 minutes a day
43155,0,20,9,1,30-60 minutes a day
47535,0,11,8,1,15-30 minutes a day
59073,1,10,0,0,15-30 minutes a day
130000,0,5,8,1,30-60 minutes a day
18492,1,2,8,0,15-30 minutes a day
80555,0,25,6,1,15-30 minutes a day
47677,1,5,8,1,15-30 minutes a day
96666,1,2,10,0,Less than 15 minutes a day
101940,0,8,9,0,15-30 minutes a day
90000,0,11,9,1,30-60 minutes a day
250000,1,9,7,1,Over 120 minutes a day
53703,0,9,5,0,60-120 minutes a day
140000,1,2,8,1,60-120 minutes a day
34370,1,7,8,0,15-30 minutes a day
132132,0,18,9,1,30-60 minutes a day
92492,0,8,10,0,Less than 15 minutes a day
198198,0,7,7,0,30-60 minutes a day
291182,1,7,3,1,15-30 minutes a day
22378,1,15,8,0,30-60 minutes a day
102950,1,22,5,0,60-120 minutes a day
75000,0,30,10,0,Less than 15 minutes a day
92492,1,13,3,0,30-60 minutes a day
99099,0,2,7,1,15-30 minutes a day
220000,1,2,6,0,30-60 minutes a day
185000,1,8,9,1,30-60 minutes a day
798000,0,16,6,1,Less than 15 minutes a day
65000,1,10,9,1,Less than 15 minutes a day
153000,1,10,9,1,60-120 minutes a day
47250,1,3,9,1,60-120 minutes a day
15000,1,27,10,0,60-120 minutes a day
130000,0,10,4,1,15-30 minutes a day
110000,0,30,10,1,30-60 minutes a day
75000,1,1,6,1,15-30 minutes a day
160000,0,19,10,0,15-30 minutes a day
66877,1,3,7,0,Less than 15 minutes a day
11379,0,27,6,1,30-60 minutes a day
140000,0,4,7,1,30-60 minutes a day
1728025,0,29,7,1,Less than 15 minutes a day
20696,1,10,7,0,30-60 minutes a day
3230,1,1,6,0,30-60 minutes a day
111417,1,9,8,0,15-30 minutes a day
43616,0,6,6,0,15-30 minutes a day
175000,1,26,8,1,15-30 minutes a day
65424,0,6,8,0,15-30 minutes a day
135000,0,16,10,0,30-60 minutes a day
45873,0,15,4,0,Over 120 minutes a day
30000,0,2,7,1,30-60 minutes a day
89147,1,3,8,0,15-30 minutes a day
61222,1,4,8,0,60-120 minutes a day
64691,0,6,10,0,30-60 minutes a day
175000,0,21,10,1,15-30 minutes a day
79279,0,44,9,1,15-30 minutes a day
145000,1,21,8,0,30-60 minutes a day
4785,1,2,8,0,30-60 minutes a day
22378,0,4,8,1,15-30 minutes a day
163559,1,9,8,1,Over 120 minutes a day
180000,0,24,7,1,30-60 minutes a day
81528,0,31,8,0,30-60 minutes a day
135000,1,2,4,0,Less than 15 minutes a day
165165,1,11,9,0,15-30 minutes a day
250000,0,39,8,1,15-30 minutes a day
145000,0,15,8,0,30-60 minutes a day
100000,1,3,8,0,15-30 minutes a day
136096,1,17,8,1,15-30 minutes a day
70000,0,13,10,1,15-30 minutes a day
109039,1,32,7,0,Over 120 minutes a day
107271,0,23,7,0,30-60 minutes a day
240000,1,12,7,1,60-120 minutes a day
59073,1,4,8,0,Over 120 minutes a day
300000,1,37,10,0,30-60 minutes a day
132000,0,1,8,0,Less than 15 minutes a day
190000,1,5,1,0,Less than 15 minutes a day
300000,1,11,5,1,15-30 minutes a day
163000,0,3,6,0,30-60 minutes a day
172000,1,9,2,1,30-60 minutes a day
150369,1,2,5,0,30-60 minutes a day
175000,0,14,7,0,Less than 15 minutes a day
75000,1,0.5,9,1,15-30 minutes a day
22405,1,6,7,0,30-60 minutes a day
112000,0,8,10,0,Less than 15 minutes a day
15275,1,11,3,0,60-120 minutes a day
65271,1,10,8,0,30-60 minutes a day
80601,0,22,5,0,30-60 minutes a day
61146,1,12,2,1,15-30 minutes a day
21564,1,0.5,7,0,15-30 minutes a day
210000,0,8,9,1,30-60 minutes a day
232834,1,8,9,1,15-30 minutes a day
55425,0,34,9,1,15-30 minutes a day
215000,1,20,8,1,15-30 minutes a day
350000,0,6,8,1,15-30 minutes a day
148000,0,8,7,1,15-30 minutes a day
202000,0,23,7,0,Less than 15 minutes a day
400000,0,13,10,1,15-30 minutes a day
150000,1,10,10,0,15-30 minutes a day
109039,1,10,7,1,15-30 minutes a day
96000,1,13,9,1,Less than 15 minutes a day
59817,1,1,6,0,Over 120 minutes a day
35809,1,8,6,0,30-60 minutes a day
59138,0,2,1,0,30-60 minutes a day
100000,0,18,8,1,30-60 minutes a day
30657,1,10,8,0,30-60 minutes a day
65424,1,3,7,0,Over 120 minutes a day
225000,0,8,8,0,15-30 minutes a day
48000,1,17,8,0,30-60 minutes a day
55190,1,8,5,0,Over 120 minutes a day
346000,0,13,7,1,60-120 minutes a day
28712,1,12,8,0,15-30 minutes a day
38216,1,7,7,0,15-30 minutes a day
127940,0,18,9,1,60-120 minutes a day
40149,0,10,6,0,60-120 minutes a day
165000,1,2,10,1,30-60 minutes a day
3456,1,13,8,1,60-120 minutes a day
59817,0,19,8,0,15-30 minutes a day
96456,1,9,7,0,15-30 minutes a day
130000,1,17,5,1,30-60 minutes a day
112312,0,10,6,0,60-120 minutes a day
24003,0,6,5,0,15-30 minutes a day
125000,1,18,7,1,60-120 minutes a day
46246,1,0.5,10,0,30-60 minutes a day
87000,1,9,6,1,30-60 minutes a day
32696,1,8,8,0,15-30 minutes a day
200000,0,40,4,0,30-60 minutes a day
5924,1,4,8,0,30-60 minutes a day
94501,1,16,8,1,Over 120 minutes a day
300000,1,11,10,0,30-60 minutes a day
23936,1,0.5,4,0,Over 120 minutes a day
54239,0,22,3,0,30-60 minutes a day
16951,0,5,8,0,15-30 minutes a day
85886,1,4,8,0,60-120 minutes a day
150000,0,15,7,1,15-30 minutes a day
35421,1,7,7,0,60-120 minutes a day
72673,0,0.5,7,0,60-120 minutes a day
184,1,14,4,0,15-30 minutes a day
15553,1,3,9,0,Less than 15 minutes a day
156508,1,10,10,1,Over 120 minutes a day
96090,0,5,7,1,60-120 minutes a day
46092,1,1,8,0,30-60 minutes a day
175000,1,24,7,1,Less than 15 minutes a day
220000,0,23,3,0,30-60 minutes a day
11963,1,9,6,0,30-60 minutes a day
741,0,25,7,1,30-60 minutes a day
275000,1,19,10,1,30-60 minutes a day
187701,1,11,8,1,15-30 minutes a day
76821,1,11,7,0,60-120 minutes a day
80220,1,3,7,0,30-60 minutes a day
51009,0,24,3,0,15-30 minutes a day
16710,1,7,10,0,30-60 minutes a day
150000,0,20,7,1,15-30 minutes a day
21760,1,1,7,0,60-120 minutes a day
53703,1,3,3,0,30-60 minutes a day
145374,1,10,2,1,15-30 minutes a day
80000,1,14,9,1,60-120 minutes a day
200000,0,1,7,0,30-60 minutes a day
36914,1,4,3,0,15-30 minutes a day
719,1,5,5,0,30-60 minutes a day
16749,0,8,7,1,60-120 minutes a day
22405,1,6,6,1,30-60 minutes a day
29738,1,5,5,0,15-30 minutes a day
38154,1,4,9,0,15-30 minutes a day
190000,1,15,5,1,30-60 minutes a day
24780,0,2,8,0,15-30 minutes a day
132132,0,16,9,1,30-60 minutes a day
130000,1,7,8,1,Over 120 minutes a day
120000,1,1,8,1,30-60 minutes a day
190000,0,11,7,0,15-30 minutes a day
42394,1,4,7,1,30-60 minutes a day
101403,1,9,8,0,15-30 minutes a day
6624,0,4,7,0,30-60 minutes a day
150000,0,5,5,0,30-60 minutes a day
44000,0,6,8,1,30-60 minutes a day
56817,0,5,8,0,60-120 minutes a day
270062,0,12,5,0,60-120 minutes a day
91295,1,5,10,1,Less than 15 minutes a day
70008,0,10,5,1,Over 120 minutes a day
63361,0,1,6,0,15-30 minutes a day
101910,0,17,8,0,15-30 minutes a day
7178,0,2,4,0,30-60 minutes a day
37096,1,4,2,0,15-30 minutes a day
90000,1,4,6,0,15-30 minutes a day
112312,0,15,8,1,30-60 minutes a day
200000,1,24,8,1,Less than 15 minutes a day
61046,0,3,10,0,15-30 minutes a day
48333,0,26,6,1,60-120 minutes a day
28712,1,9,1,0,15-30 minutes a day
59073,0,25,8,0,60-120 minutes a day
14356,1,3,6,0,30-60 minutes a day
57325,0,5,5,0,15-30 minutes a day
13426,1,4,8,0,30-60 minutes a day
89852,1,5,6,1,15-30 minutes a day
52229,1,1,7,0,60-120 minutes a day
55851,1,6,10,1,30-60 minutes a day
14810,1,2,9,1,15-30 minutes a day
99000,1,27,8,1,30-60 minutes a day
23303,0,10,7,0,30-60 minutes a day
15553,1,8,8,0,Less than 15 minutes a day
118147,1,20,8,1,60-120 minutes a day
240000,0,9,7,0,60-120 minutes a day
92369,1,18,8,1,30-60 minutes a day
53452,1,13,3,1,15-30 minutes a day
150000,1,9,10,1,15-30 minutes a day
80555,1,4,7,0,30-60 minutes a day
53606,1,6,7,0,60-120 minutes a day
16784,1,17,8,1,30-60 minutes a day
102036,0,31,4,0,15-30 minutes a day
89189,0,20,9,0,15-30 minutes a day
56156,1,3,5,0,15-30 minutes a day
37666,1,5,7,0,60-120 minutes a day
7286,1,21,8,0,30-60 minutes a day
71962,1,2,7,0,60-120 minutes a day
170000,1,15,9,0,15-30 minutes a day
6387,0,3,3,0,15-30 minutes a day
48045,1,3,8,0,60-120 minutes a day
430685,1,2,7,0,30-60 minutes a day
100000,0,15,8,1,Over 120 minutes a day
5370,1,6,8,1,30-60 minutes a day
94732,0,16,9,0,15-30 minutes a day
23927,1,12,9,1,15-30 minutes a day
98814,0,7,7,0,60-120 minutes a day
26852,1,4,7,0,30-60 minutes a day
73566,0,37,3,0,Less than 15 minutes a day
16091,1,2,7,0,30-60 minutes a day
52629,1,15,8,1,15-30 minutes a day
38283,1,11,0,1,30-60 minutes a day
4905,1,1,6,0,30-60 minutes a day
350000,0,10,9,0,60-120 minutes a day
34724,1,16,6,1,30-60 minutes a day
70000,0,4,7,0,Over 120 minutes a day
133700,0,6,6,1,30-60 minutes a day
79555,1,8,6,0,Less than 15 minutes a day
74761,1,2,8,0,60-120 minutes a day
75659,1,8,8,0,Less than 15 minutes a day
99099,1,15,8,0,30-60 minutes a day
130000,0,12,7,0,30-60 minutes a day
2746,1,7,7,1,15-30 minutes a day
88073,0,7,7,0,60-120 minutes a day
8614,1,2,8,0,15-30 minutes a day
57175,1,4,9,0,60-120 minutes a day
49600,1,6,7,0,30-60 minutes a day
48333,1,2,8,0,15-30 minutes a day
76248,0,38,7,0,Over 120 minutes a day
130000,0,4,8,0,30-60 minutes a day
3589,1,1,6,0,30-60 minutes a day
1364,0,8,6,0,15-30 minutes a day
64444,0,7,8,0,30-60 minutes a day
18350,1,5,7,0,15-30 minutes a day
200000,0,19,8,0,60-120 minutes a day
45111,0,11,7,0,Over 120 minutes a day
39740,0,2,4,0,15-30 minutes a day
142560,1,8,8,0,60-120 minutes a day
48333,1,2,8,0,30-60 minutes a day
64444,0,37,7,0,15-30 minutes a day
23697,1,2,8,1,15-30 minutes a day
28612,0,3,9,1,15-30 minutes a day
96666,0,18,9,0,30-60 minutes a day
2148,1,2,8,1,30-60 minutes a day
155984,0,20,7,0,15-30 minutes a day
102950,0,24,7,0,Over 120 minutes a day
32170,1,9,9,0,Less than 15 minutes a day
71781,1,11,8,0,30-60 minutes a day
30914,1,4,7,0,30-60 minutes a day
256948,0,2,6,0,15-30 minutes a day
80555,1,12,9,0,Less than 15 minutes a day
53503,1,2,8,1,15-30 minutes a day
94267,0,20,9,0,30-60 minutes a day
112777,1,17,6,1,60-120 minutes a day
216559,0,32,1,1,15-30 minutes a day
103110,0,5,9,1,30-60 minutes a day
226000,1,28,9,0,30-60 minutes a day
40814,0,4,7,0,60-120 minutes a day
148413,1,28,8,1,Less than 15 minutes a day
30074,1,2,1,0,15-30 minutes a day
84076,0,5,9,1,15-30 minutes a day
24000,1,3,5,1,15-30 minutes a day
29909,0,37,7,0,15-30 minutes a day
24703,1,2,8,1,30-60 minutes a day
49165,0,0.5,6,0,30-60 minutes a day
4307,0,11,4,0,30-60 minutes a day
22731,0,4,7,0,30-60 minutes a day
25777,1,3,6,0,30-60 minutes a day
28697,1,5,7,1,Less than 15 minutes a day
115202,1,5,8,0,Over 120 minutes a day
62954,0,15,8,0,15-30 minutes a day
152376,1,2,10,0,60-120 minutes a day
32120,1,4,4,0,30-60 minutes a day
38666,1,28,8,0,60-120 minutes a day
1737,1,6,7,0,30-60 minutes a day
62296,1,11,9,0,60-120 minutes a day
107406,0,10,8,1,30-60 minutes a day
8391,1,1,4,0,60-120 minutes a day
95026,1,7,8,1,30-60 minutes a day
61222,1,8,7,0,30-60 minutes a day
86000,1,3,0,0,30-60 minutes a day
83467,0,10,8,1,30-60 minutes a day
144842,0,8,6,0,30-60 minutes a day
74873,1,7,10,0,15-30 minutes a day
85925,1,6,7,1,15-30 minutes a day
68662,1,6,8,0,60-120 minutes a day
129936,1,21,8,0,60-120 minutes a day
42425,0,8,9,0,30-60 minutes a day
75184,1,5,8,0,15-30 minutes a day
65424,0,3,10,1,30-60 minutes a day
66592,1,6,9,0,60-120 minutes a day
268515,1,15,8,0,15-30 minutes a day
40814,1,2,5,0,30-60 minutes a day
4,1,3,8,1,15-30 minutes a day
48333,0,25,3,0,Less than 15 minutes a day
109039,1,4,8,0,30-60 minutes a day
30933,1,3,4,0,15-30 minutes a day
132132,1,14,9,0,30-60 minutes a day
100,0,13,7,0,15-30 minutes a day
175000,1,8,9,0,Over 120 minutes a day
27221,0,3,5,1,15-30 minutes a day
205000,0,18,8,0,60-120 minutes a day
71425,1,9,7,1,15-30 minutes a day
32222,0,17,7,0,15-30 minutes a day
96090,0,6,9,0,30-60 minutes a day
32002,1,5,8,1,30-60 minutes a day
107406,0,18,6,0,30-60 minutes a day
146496,1,0.5,5,0,60-120 minutes a day
23629,0,2,8,0,30-60 minutes a day
127813,1,14,7,0,60-120 minutes a day
67516,0,5,8,0,30-60 minutes a day
45111,0,6,5,0,Over 120 minutes a day
63694,1,12,8,0,Less than 15 minutes a day
214355,1,12,8,1,30-60 minutes a day
170000,1,3,5,0,Less than 15 minutes a day
6336,1,3,7,0,60-120 minutes a day
53703,1,12,10,0,15-30 minutes a day
21381,1,3,8,0,30-60 minutes a day
69121,0,20,7,0,30-60 minutes a day
98814,0,8,10,0,30-60 minutes a day
136802,0,25,8,0,Less than 15 minutes a day
108794,1,13,5,0,60-120 minutes a day
29909,1,3,7,0,60-120 minutes a day
53703,1,5,8,0,30-60 minutes a day
43607,0,4,8,1,15-30 minutes a day
111417,1,12,6,0,60-120 minutes a day
61222,1,12,5,1,15-30 minutes a day
157000,1,13,10,1,15-30 minutes a day
23703,0,10,6,1,15-30 minutes a day
24707,1,4,8,0,30-60 minutes a day
44037,1,0.5,5,0,30-60 minutes a day
318470,1,7,8,0,15-30 minutes a day
59288,1,2,7,0,60-120 minutes a day
6586,0,4,10,1,30-60 minutes a day
44647,1,5,2,1,60-120 minutes a day
74655,1,2,6,0,15-30 minutes a day
52430,0,15,6,0,15-30 minutes a day
165165,1,10,8,0,15-30 minutes a day
27969,1,5,8,0,15-30 minutes a day
24166,1,5,9,0,15-30 minutes a day
397403,1,17,8,1,15-30 minutes a day
9571,1,1,0,0,Over 120 minutes a day
16986,1,2,7,0,Over 120 minutes a day
75184,0,14,7,0,15-30 minutes a day
58286,1,20,8,0,15-30 minutes a day
85925,0,12,10,1,30-60 minutes a day
108956,1,14,6,0,30-60 minutes a day
107406,0,6,6,0,60-120 minutes a day
26061,1,3,8,0,15-30 minutes a day
45784,1,5,8,0,15-30 minutes a day
59073,1,10,8,0,60-120 minutes a day
32759,0,5,4,1,60-120 minutes a day
152865,1,7,2,0,30-60 minutes a day
11963,1,3,6,0,30-60 minutes a day
15553,1,2,6,0,15-30 minutes a day
45655,0,7,6,0,Less than 15 minutes a day
25241,1,2,6,0,30-60 minutes a day
58344,0,6,2,1,15-30 minutes a day
76433,1,23,7,0,30-60 minutes a day
23303,1,4,6,0,30-60 minutes a day
70063,1,3,6,0,60-120 minutes a day
174000,0,12,10,0,Less than 15 minutes a day
96666,1,4,9,0,30-60 minutes a day
76433,0,18,5,0,15-30 minutes a day
5848,1,2,3,0,60-120 minutes a day
44681,1,1,7,0,60-120 minutes a day
16749,0,11,7,1,15-30 minutes a day
61789,1,2,3,0,Over 120 minutes a day
64444,1,9,6,0,15-30 minutes a day
39494,1,5,7,1,15-30 minutes a day
107406,0,17,7,0,60-120 minutes a day
86104,1,15,7,0,15-30 minutes a day
92000,1,25,8,1,15-30 minutes a day
41888,1,13,9,0,30-60 minutes a day
1481,1,9,7,1,30-60 minutes a day
31847,1,2,9,1,Over 120 minutes a day
25123,1,3,5,1,30-60 minutes a day
102036,1,8,6,0,Over 120 minutes a day
10641,0,4,8,1,30-60 minutes a day
52629,0,8,9,1,30-60 minutes a day
64444,0,11,8,0,60-120 minutes a day
85925,1,13,6,1,Less than 15 minutes a day
57230,1,29,7,1,15-30 minutes a day
16128,1,3,6,0,30-60 minutes a day
34694,1,20,6,0,Over 120 minutes a day
51555,1,6,9,0,15-30 minutes a day
144842,1,27,9,0,15-30 minutes a day
72673,1,4,8,1,Less than 15 minutes a day
115000,1,16,9,0,Less than 15 minutes a day
23889,0,3,7,0,30-60 minutes a day
89249,0,18,7,0,60-120 minutes a day
22555,1,3,7,0,Over 120 minutes a day
48870,1,3,8,0,15-30 minutes a day
39203,0,2,6,0,60-120 minutes a day
58598,0,4,7,1,30-60 minutes a day
4300,0,14,5,0,30-60 minutes a day
14600,1,2,6,0,15-30 minutes a day
29696,0,3,7,1,30-60 minutes a day
3089,1,5,9,0,Over 120 minutes a day
145222,1,8,6,0,30-60 minutes a day
30074,0,3,7,0,30-60 minutes a day
120000,0,8,9,0,30-60 minutes a day
116988,0,23,6,0,15-30 minutes a day
125000,0,39,7,0,30-60 minutes a day
63694,1,19,4,1,15-30 minutes a day
2414,1,3,7,0,Over 120 minutes a day
44431,0,10,2,1,15-30 minutes a day
130442,1,4,0,0,60-120 minutes a day
34370,0,16,7,0,15-30 minutes a day
200000,0,30,9,1,60-120 minutes a day
2339,1,12,7,0,60-120 minutes a day
10767,1,2,5,1,Over 120 minutes a day
88073,0,10,2,1,30-60 minutes a day
51836,1,5,8,1,15-30 minutes a day
29909,1,1,1,0,60-120 minutes a day
110000,1,6,10,0,60-120 minutes a day
120000,0,10,8,0,30-60 minutes a day
53703,1,0.5,7,1,30-60 minutes a day
69814,1,23,9,1,30-60 minutes a day
40676,0,11,3,0,30-60 minutes a day
150369,1,15,4,1,15-30 minutes a day
45492,0,8,9,1,30-60 minutes a day
90000,1,4,6,0,30-60 minutes a day
185000,1,15,8,0,30-60 minutes a day
75000,0,11,8,1,30-60 minutes a day
148479,0,11,4,0,30-60 minutes a day
62296,1,3,8,0,30-60 minutes a day
89259,0,15,7,0,30-60 minutes a day
56051,1,2,7,0,15-30 minutes a day
57230,0,7,2,0,30-60 minutes a day
44544,0,8,10,0,15-30 minutes a day
500,1,10,9,0,15-30 minutes a day
31612,1,8,2,0,60-120 minutes a day
67666,1,32,6,0,Less than 15 minutes a day
45111,0,6,5,0,30-60 minutes a day
98986,1,7,8,1,60-120 minutes a day
3000,1,3,7,1,30-60 minutes a day
57140,1,6,1,0,15-30 minutes a day
64341,1,6,9,0,Less than 15 minutes a day
19661,0,10,0,0,60-120 minutes a day
86905,1,2,6,0,60-120 minutes a day
90866,0,3,9,1,30-60 minutes a day
2,0,3,8,1,30-60 minutes a day
83563,0,8,8,0,15-30 minutes a day
59073,0,8,9,0,15-30 minutes a day
69814,0,10,4,0,30-60 minutes a day
200000,1,20,5,1,60-120 minutes a day
57325,0,8,3,1,15-30 minutes a day
138000,0,3,7,1,15-30 minutes a day
43839,0,5,6,0,Less than 15 minutes a day
53703,0,8,9,1,30-60 minutes a day
64178,1,6,2,1,15-30 minutes a day
9654,0,4,5,0,Less than 15 minutes a day
850000,1,12,8,0,30-60 minutes a day
61222,1,11,7,0,Less than 15 minutes a day
60000,0,3,8,1,30-60 minutes a day
45111,1,3,4,0,30-60 minutes a day
102950,1,7,7,0,30-60 minutes a day
51555,0,3,5,0,30-60 minutes a day
100275,0,6,7,0,15-30 minutes a day
79588,1,7,7,0,60-120 minutes a day
37026,0,4,8,1,Less than 15 minutes a day
9571,1,3,7,0,15-30 minutes a day
59391,1,12,9,0,30-60 minutes a day
54220,1,19,7,1,30-60 minutes a day
91295,1,18,3,1,60-120 minutes a day
16291,1,21,5,0,60-120 minutes a day
25876,0,7,5,0,15-30 minutes a day
61789,0,1,2,0,30-60 minutes a day
1232,1,6,6,1,Over 120 minutes a day
187000,1,7,5,0,60-120 minutes a day
60147,1,4,7,1,60-120 minutes a day
101910,1,11,8,0,Less than 15 minutes a day
52122,1,8,7,0,30-60 minutes a day
3135,1,3,9,1,Less than 15 minutes a day
64273,1,18,10,0,Over 120 minutes a day
32222,1,0.5,5,0,Over 120 minutes a day
64444,0,13,7,0,30-60 minutes a day
32222,1,2,8,0,15-30 minutes a day
80555,0,30,9,0,30-60 minutes a day
4546,0,0.5,5,0,Over 120 minutes a day
5378,1,2,4,0,30-60 minutes a day
40814,0,3,7,0,30-60 minutes a day
35328,0,4,6,0,30-60 minutes a day
82703,0,3,7,1,30-60 minutes a day
11963,1,4,7,1,15-30 minutes a day
19142,1,4,8,0,60-120 minutes a day
1234,1,3,7,0,60-120 minutes a day
80000,1,10,4,1,Over 120 minutes a day
150369,1,20,6,1,30-60 minutes a day
51555,1,6,6,0,Less than 15 minutes a day
10880,1,4,6,1,30-60 minutes a day
39740,1,5,10,0,30-60 minutes a day
89172,0,2,0,1,30-60 minutes a day
29101,1,5,7,0,30-60 minutes a day
107406,0,6,6,0,30-60 minutes a day
1793,0,7,8,1,30-60 minutes a day
75184,1,10,8,0,30-60 minutes a day
41888,1,7,7,0,30-60 minutes a day
160000,1,25,5,0,Less than 15 minutes a day
150000,1,10,6,0,30-60 minutes a day
22731,0,12,6,0,Less than 15 minutes a day
48333,1,8,7,1,30-60 minutes a day
45111,1,0.5,4,0,30-60 minutes a day
37120,1,4,8,0,60-120 minutes a day
61222,1,5,6,0,30-60 minutes a day
44037,1,0.5,8,0,30-60 minutes a day
49407,1,17,8,0,60-120 minutes a day
123048,1,6,6,0,30-60 minutes a day
