Salary,Uses_AI,Years_Exp,Job_Satisfaction,Is_Remote,TimeSearching
75206,1,15,4,0,Over 120 minutes a day
94501,0,22,8,1,15-30 minutes a day
105706,1,5,8,0,30-60 minutes a day
79962,1,3,8,0,15-30 minutes a day
190000,0,26,8,0,30-60 minutes a day
170000,0,16,2,1,15-30 minutes a day
160000,0,6,7,1,15-30 minutes a day
275000,0,15,10,1,30-60 minutes a day
73748,0,12,6,0,30-60 minutes a day
55708,1,4,5,0,15-30 minutes a day
45111,1,0.5,7,0,Less than 15 minutes a day
175000,0,25,2,0,15-30 minutes a day
32222,1,28,8,1,Less than 15 minutes a day
34816,1,2,2,0,60-120 minutes a day
150000,1,12,9,1,Over 120 minutes a day
200000,0,24,10,1,30-60 minutes a day
16577,1,4,3,1,30-60 minutes a day
79279,0,20,9,0,15-30 minutes a day
850000,1,8,8,0,15-30 minutes a day
37592,1,5,9,1,Less than 15 minutes a day
58644,0,3,5,0,15-30 minutes a day
35890,0,1,9,0,15-30 minutes a day
150000,1,1,4,1,60-120 minutes a day
210000,1,12,2,1,30-60 minutes a day
28640,1,13,8,0,30-60 minutes a day
39947,0,5,7,0,30-60 minutes a day
49068,1,4,7,0,30-60 minutes a day
46246,0,2,8,0,15-30 minutes a day
27221,0,33,9,0,30-60 minutes a day
50955,1,6,7,0,60-120 minutes a day
43616,0,2,8,0,Less than 15 minutes a day
40336,0,6,7,1,30-60 minutes a day
34090,1,6,5,0,Less than 15 minutes a day
164500,0,19,7,0,30-60 minutes a day
29621,1,10,5,0,60-120 minutes a day
168300,0,6,7,1,30-60 minutes a day
58154,1,5,7,0,30-60 minutes a day
613,0,6,7,1,60-120 minutes a day
52853,1,2,8,0,30-60 minutes a day
333000,0,12,5,0,30-60 minutes a day
54012,1,3,7,1,Over 120 minutes a day
160000,0,20,6,1,30-60 minutes a day
45420,0,15,9,1,30-60 minutes a day
160000,0,10,5,1,15-30 minutes a day
215000,0,12,7,0,60-120 minutes a day
170000,0,8,7,1,30-60 minutes a day
133700,1,5,5,0,15-30 minutes a day
97831,0,3,8,0,30-60 minutes a day
112777,0,5,7,0,15-30 minutes a day
77347,0,2,4,0,60-120 minutes a day
280000,1,30,6,1,30-60 minutes a day
7226,1,3,8,0,60-120 minutes a day
37253,1,2,7,0,Over 120 minutes a day
26891,1,29,8,1,15-30 minutes a day
88000,1,6,4,1,60-120 minutes a day
155000,1,5,7,1,15-30 minutes a day
26852,1,12,7,0,Less than 15 minutes a day
63302,0,16,8,1,30-60 minutes a day
16749,1,5,6,0,30-60 minutes a day
150369,0,6,5,0,Less than 15 minutes a day
102036,0,36,7,0,15-30 minutes a day
110622,0,27,3,0,60-120 minutes a day
10349,1,2,7,0,15-30 minutes a day
58322,1,2,8,0,15-30 minutes a day
8559,1,2,4,0,30-60 minutes a day
44037,1,5,4,0,Over 120 minutes a day
27926,0,20,9,0,60-120 minutes a day
270062,0,28,10,0,15-30 minutes a day
72673,1,10,8,0,15-30 minutes a day
102667,0,35,8,1,15-30 minutes a day
243500,1,22,10,1,30-60 minutes a day
8614,1,1,3,0,60-120 minutes a day
52853,0,2,6,0,60-120 minutes a day
66850,0,19,8,1,15-30 minutes a day
50955,1,2,8,0,60-120 minutes a day
20000,0,21,3,1,30-60 minutes a day
13092,1,3,8,0,30-60 minutes a day
53703,0,12,9,0,30-60 minutes a day
131210,0,35,2,1,15-30 minutes a day
109009,1,15,9,0,30-60 minutes a day
527,1,5,8,0,30-60 minutes a day
51555,0,30,2,1,30-60 minutes a day
8580,0,8,3,0,60-120 minutes a day
200000,0,12,8,1,60-120 minutes a day
220000,1,9,7,0,60-120 minutes a day
1229,0,6,6,1,30-60 minutes a day
2393,1,1,0,0,Over 120 minutes a day
225000,0,9,4,0,60-120 minutes a day
1196,1,3,2,1,30-60 minutes a day
15359,1,1,10,0,15-30 minutes a day
51078,1,3,8,0,60-120 minutes a day
180000,1,8,10,0,30-60 minutes a day
51000,0,16,8,0,15-30 minutes a day
65000,1,16,5,1,60-120 minutes a day
115615,0,15,8,1,Over 120 minutes a day
156000,0,4,9,1,15-30 minutes a day
220000,1,23,9,0,15-30 minutes a day
51555,1,3,7,0,60-120 minutes a day
190932,1,10,7,0,30-60 minutes a day
11963,1,1,10,0,15-30 minutes a day
85925,1,1,8,0,15-30 minutes a day
24243,0,2,8,1,Over 120 minutes a day
91295,1,15,9,0,30-60 minutes a day
96818,1,6,7,0,60-120 minutes a day
800000,1,7,8,1,30-60 minutes a day
72726,0,6,7,0,15-30 minutes a day
161862,0,10,8,0,15-30 minutes a day
1975,1,1,10,0,30-60 minutes a day
51475,1,6,10,0,15-30 minutes a day
101000,0,4,10,0,15-30 minutes a day
113334,0,24,8,0,15-30 minutes a day
48333,0,6,4,0,30-60 minutes a day
63155,0,15,9,0,15-30 minutes a day
210000,0,2,6,0,Less than 15 minutes a day
27247,0,15,3,0,15-30 minutes a day
14356,1,9,5,0,Less than 15 minutes a day
165000,1,8,8,1,30-60 minutes a day
111417,1,5,0,0,60-120 minutes a day
131155,0,12,7,0,Less than 15 minutes a day
73724,1,7,7,0,15-30 minutes a day
39096,1,8,7,0,Over 120 minutes a day
132132,0,10,7,0,15-30 minutes a day
4717,1,1,6,0,15-30 minutes a day
175000,1,20,8,1,Over 120 minutes a day
220000,1,24,10,1,15-30 minutes a day
38666,0,5,10,1,30-60 minutes a day
32222,1,5,7,0,30-60 minutes a day
82802,0,3,6,0,30-60 minutes a day
250000,1,7,6,0,30-60 minutes a day
120000,0,8,10,0,15-30 minutes a day
104721,0,26,7,0,30-60 minutes a day
108280,1,20,9,1,Less than 15 minutes a day
42962,1,27,8,0,15-30 minutes a day
74239,0,12,6,1,Less than 15 minutes a day
120000,0,6,8,0,15-30 minutes a day
26363,1,6,7,0,30-60 minutes a day
359,0,2,8,0,30-60 minutes a day
3652,1,5,6,1,30-60 minutes a day
61222,0,3,5,0,Over 120 minutes a day
37592,1,5,8,0,Less than 15 minutes a day
107406,0,20,9,0,Less than 15 minutes a day
108093,0,25,7,1,15-30 minutes a day
47520,1,2,5,0,15-30 minutes a day
91522,0,1,6,1,30-60 minutes a day
96666,1,12,8,0,30-60 minutes a day
29677,1,5,8,0,15-30 minutes a day
110873,0,1,9,0,30-60 minutes a day
70008,0,9,9,0,30-60 minutes a day
35444,1,6,7,0,30-60 minutes a day
22020,0,24,7,0,Over 120 minutes a day
14675,1,2,6,0,30-60 minutes a day
34800,1,2,7,0,15-30 minutes a day
200000,1,5,6,0,15-30 minutes a day
50955,0,32,9,0,Less than 15 minutes a day
102950,0,10,9,0,30-60 minutes a day
26852,1,2,8,0,60-120 minutes a day
70193,1,3,8,0,30-60 minutes a day
85925,1,20,7,0,30-60 minutes a day
75184,0,19,7,0,15-30 minutes a day
102950,1,25,8,0,60-120 minutes a day
859,1,7,8,0,15-30 minutes a day
107406,1,12,8,0,30-60 minutes a day
112309,1,4,8,0,30-60 minutes a day
59073,1,10,4,0,30-60 minutes a day
31148,1,3,8,0,60-120 minutes a day
61866,1,4,8,0,15-30 minutes a day
636939,1,7,7,0,60-120 minutes a day
54351,0,20,5,0,30-60 minutes a day
86785,1,20,8,0,30-60 minutes a day
76821,1,10,10,1,60-120 minutes a day
24000,1,3,8,0,15-30 minutes a day
14298,1,5,8,0,Less than 15 minutes a day
250000,1,7,7,1,15-30 minutes a day
80555,1,14,6,0,Less than 15 minutes a day
17927,0,37,8,0,15-30 minutes a day
6000,1,0.5,4,0,Over 120 minutes a day
71090,0,7,10,0,15-30 minutes a day
41888,1,0.5,8,0,15-30 minutes a day
64444,1,12,6,0,Less than 15 minutes a day
33941,1,29,8,1,Less than 15 minutes a day
85925,1,25,6,0,30-60 minutes a day
47568,1,25,5,0,30-60 minutes a day
165000,0,6,9,0,60-120 minutes a day
72641,0,30,8,0,Over 120 minutes a day
56448,1,3,2,0,60-120 minutes a day
9479,1,3,8,0,30-60 minutes a day
184793,1,27,8,0,15-30 minutes a day
115000,0,6,8,1,15-30 minutes a day
67666,1,3,5,0,30-60 minutes a day
59817,0,4,6,0,15-30 minutes a day
13092,1,2,1,0,30-60 minutes a day
41392,1,4,7,0,15-30 minutes a day
195457,0,9,8,0,15-30 minutes a day
171850,0,16,6,0,60-120 minutes a day
115000,1,9,6,1,60-120 minutes a day
76433,1,3,0,0,Less than 15 minutes a day
150000,0,15,8,0,30-60 minutes a day
64732,1,5,5,1,60-120 minutes a day
54728,1,12,9,0,30-60 minutes a day
80555,1,21,5,1,60-120 minutes a day
118147,1,2,9,0,60-120 minutes a day
12500,1,6,4,0,60-120 minutes a day
64444,0,22,8,1,30-60 minutes a day
88912,0,8,9,1,15-30 minutes a day
9501,0,10,8,0,Less than 15 minutes a day
180000,1,2,4,0,60-120 minutes a day
87429,1,1,7,0,30-60 minutes a day
51555,1,5,9,0,15-30 minutes a day
71962,0,8,8,0,30-60 minutes a day
67938,1,35,4,0,Over 120 minutes a day
64444,1,8,5,1,Over 120 minutes a day
13160,1,25,3,0,Over 120 minutes a day
42701,1,12,9,0,15-30 minutes a day
30884,0,8,6,0,15-30 minutes a day
9408,1,3,9,0,15-30 minutes a day
48333,1,5,8,0,30-60 minutes a day
57230,0,4,8,0,Over 120 minutes a day
10767,1,2,7,0,Less than 15 minutes a day
27525,0,18,5,0,15-30 minutes a day
217000,1,8,8,0,60-120 minutes a day
129602,0,38,1,0,60-120 minutes a day
53808,1,6,7,0,60-120 minutes a day
38666,1,6,6,0,30-60 minutes a day
24409,0,5,7,0,15-30 minutes a day
72673,0,2,9,0,60-120 minutes a day
48333,1,12,6,0,30-60 minutes a day
53703,1,2,7,0,30-60 minutes a day
95819,1,5,8,0,Less than 15 minutes a day
53452,0,8,8,1,Less than 15 minutes a day
53703,0,10,5,0,Less than 15 minutes a day
44037,0,5,7,0,15-30 minutes a day
22378,1,3,9,0,30-60 minutes a day
101617,0,20,9,0,15-30 minutes a day
72693,1,0.5,6,1,15-30 minutes a day
110000,1,5,7,0,60-120 minutes a day
135000,1,16,7,0,30-60 minutes a day
130305,1,20,7,0,30-60 minutes a day
81663,1,20,10,1,Less than 15 minutes a day
95796,0,0.5,5,0,30-60 minutes a day
31822,0,6,5,0,30-60 minutes a day
4187,0,2,7,0,30-60 minutes a day
6607,0,5,8,0,15-30 minutes a day
268515,0,14,9,0,Less than 15 minutes a day
37592,1,4,7,1,Over 120 minutes a day
37061,1,7,2,0,30-60 minutes a day
257,1,2,7,0,Less than 15 minutes a day
70000,0,25,3,0,15-30 minutes a day
30074,1,2,2,0,60-120 minutes a day
28149,1,2,6,0,60-120 minutes a day
89172,0,20,7,0,60-120 minutes a day
113851,0,15,7,0,30-60 minutes a day
33296,1,1,8,0,30-60 minutes a day
4937,1,2,5,0,30-60 minutes a day
4785,1,3,8,0,30-60 minutes a day
8374,1,1,8,0,Less than 15 minutes a day
59817,0,2,4,0,60-120 minutes a day
98135,0,15,7,0,30-60 minutes a day
61651,0,4,10,0,30-60 minutes a day
105000,0,19,8,0,Over 120 minutes a day
93591,1,9,8,0,15-30 minutes a day
7178,1,0.5,7,0,30-60 minutes a day
25777,0,17,6,0,30-60 minutes a day
82802,0,30,7,0,30-60 minutes a day
87841,1,10,8,0,Less than 15 minutes a day
64603,0,12,7,0,Less than 15 minutes a day
51555,0,2,4,0,60-120 minutes a day
150000,0,1,9,1,30-60 minutes a day
133700,0,5,8,0,30-60 minutes a day
60147,1,7,8,0,30-60 minutes a day
59073,0,9,6,0,15-30 minutes a day
111417,1,7,7,0,60-120 minutes a day
85846,0,29,8,0,15-30 minutes a day
20407,1,2,9,0,60-120 minutes a day
49407,1,5,6,0,30-60 minutes a day
54777,1,10,7,1,Less than 15 minutes a day
41600,0,2,8,0,60-120 minutes a day
18548,1,4,9,0,15-30 minutes a day
96666,1,44,6,1,30-60 minutes a day
8964,1,4,8,0,15-30 minutes a day
20407,1,1,7,0,60-120 minutes a day
8054,1,1,7,0,30-60 minutes a day
53503,1,2,10,0,30-60 minutes a day
26891,1,8,7,0,60-120 minutes a day
120000,1,7,2,0,15-30 minutes a day
68310,0,8,8,0,15-30 minutes a day
59073,1,0.5,10,0,Over 120 minutes a day
42962,1,3,8,0,30-60 minutes a day
114649,1,8,6,1,30-60 minutes a day
83777,1,6,8,0,15-30 minutes a day
17945,1,8,1,0,Over 120 minutes a day
40356,0,23,5,1,Less than 15 minutes a day
75184,0,2,10,0,30-60 minutes a day
70008,1,15,7,1,30-60 minutes a day
6796,0,6,6,0,60-120 minutes a day
200000,0,10,8,1,30-60 minutes a day
5982,1,2,9,1,30-60 minutes a day
89147,1,12,7,1,30-60 minutes a day
55851,0,26,3,0,30-60 minutes a day
130000,1,6,2,1,15-30 minutes a day
135000,0,17,8,0,15-30 minutes a day
44769,0,7,5,1,15-30 minutes a day
128887,0,10,8,1,15-30 minutes a day
112777,1,10,5,0,Over 120 minutes a day
59073,1,3,8,0,60-120 minutes a day
134921,1,7,6,0,30-60 minutes a day
163000,0,7,8,0,15-30 minutes a day
74873,0,29,4,0,15-30 minutes a day
44586,1,2,8,0,30-60 minutes a day
67227,0,8,8,0,30-60 minutes a day
61958,1,7,8,1,15-30 minutes a day
71962,1,6,3,0,30-60 minutes a day
57600,0,2,8,0,60-120 minutes a day
102504,1,15,7,0,15-30 minutes a day
53703,1,13,3,0,60-120 minutes a day
114649,0,23,6,1,15-30 minutes a day
40676,1,7,7,0,60-120 minutes a day
161554,1,27,7,0,15-30 minutes a day
1005,1,5,8,0,Less than 15 minutes a day
53328,0,5,3,0,15-30 minutes a day
4079,0,2,6,0,Over 120 minutes a day
105732,0,26,9,0,15-30 minutes a day
57999,1,10,8,0,30-60 minutes a day
25563,1,5,6,0,15-30 minutes a day
118147,1,9,9,0,30-60 minutes a day
51173,1,10,8,1,15-30 minutes a day
2641,1,1,7,0,15-30 minutes a day
15037,1,1,8,0,30-60 minutes a day
108280,0,41,9,0,30-60 minutes a day
66066,1,15,5,0,15-30 minutes a day
3949,1,6,8,1,Less than 15 minutes a day
81922,1,0.5,8,0,15-30 minutes a day
105410,0,15,7,0,30-60 minutes a day
91295,0,18,7,0,15-30 minutes a day
977,1,2,0,1,15-30 minutes a day
45607,1,16,9,1,15-30 minutes a day
75184,1,11,5,0,15-30 minutes a day
64444,0,6,6,0,30-60 minutes a day
39721,1,2,2,0,30-60 minutes a day
100000,1,1,9,0,30-60 minutes a day
17991,1,1,6,0,60-120 minutes a day
72110,0,28,8,1,30-60 minutes a day
74400,0,21,8,1,Over 120 minutes a day
130000,0,10,8,0,15-30 minutes a day
80555,0,6,3,0,15-30 minutes a day
77707,1,20,10,0,15-30 minutes a day
19200,1,4,8,0,30-60 minutes a day
76637,0,15,6,0,30-60 minutes a day
13791,0,3,8,0,Over 120 minutes a day
1860,1,3,8,0,60-120 minutes a day
54047,0,4,8,0,60-120 minutes a day
83777,0,5,5,0,30-60 minutes a day
46320,1,7,8,1,30-60 minutes a day
101770,1,19,6,0,60-120 minutes a day
82802,1,12,9,0,Over 120 minutes a day
79481,1,6,6,1,60-120 minutes a day
64444,1,2,9,1,60-120 minutes a day
114649,0,2,4,0,60-120 minutes a day
70000,0,1,7,0,15-30 minutes a day
77332,1,5,6,1,60-120 minutes a day
50481,0,5,7,0,15-30 minutes a day
86401,1,9,6,0,Over 120 minutes a day
188890,1,10,9,0,60-120 minutes a day
101617,0,19,3,1,30-60 minutes a day
104506,0,7,8,0,15-30 minutes a day
2600,1,3,7,1,30-60 minutes a day
78000,0,5,8,0,15-30 minutes a day
62296,1,5,7,0,60-120 minutes a day
44037,0,2,2,0,30-60 minutes a day
170000,0,12,7,1,30-60 minutes a day
25,1,5,6,0,60-120 minutes a day
64444,0,6,9,0,30-60 minutes a day
181732,1,22,6,0,Over 120 minutes a day
149315,0,30,6,0,Less than 15 minutes a day
75184,1,3,5,0,30-60 minutes a day
62296,1,25,7,0,30-60 minutes a day
32222,0,1,4,0,30-60 minutes a day
50915,1,4,9,0,30-60 minutes a day
62500,1,5,10,1,Less than 15 minutes a day
86999,1,7,7,0,30-60 minutes a day
257,1,5,3,0,Over 120 minutes a day
19889,1,5,2,0,Over 120 minutes a day
5384,1,2,9,0,15-30 minutes a day
108000,0,7,8,0,Less than 15 minutes a day
26852,1,2,8,0,15-30 minutes a day
51935,0,12,8,0,15-30 minutes a day
16173,1,7,4,0,15-30 minutes a day
80555,1,25,3,0,60-120 minutes a day
69814,1,2,10,0,15-30 minutes a day
54777,0,20,9,1,Less than 15 minutes a day
150000,0,8,8,0,30-60 minutes a day
27389,1,3,8,0,60-120 minutes a day
114649,1,21,8,0,15-30 minutes a day
86999,1,9,10,0,Less than 15 minutes a day
35890,1,3,8,1,30-60 minutes a day
118147,0,8,7,0,60-120 minutes a day
10259,0,0.5,8,0,Over 120 minutes a day
54305,0,13,4,0,30-60 minutes a day
101500,1,12,10,0,Over 120 minutes a day
88035,1,16,2,0,60-120 minutes a day
46185,0,1,8,0,15-30 minutes a day
125000,0,37,7,1,30-60 minutes a day
17913,0,1,7,0,15-30 minutes a day
12152,1,3,9,0,60-120 minutes a day
47854,1,4,0,0,Over 120 minutes a day
161554,1,12,8,0,15-30 minutes a day
44037,1,2,10,0,30-60 minutes a day
32222,1,7,8,1,15-30 minutes a day
40814,0,5,7,0,15-30 minutes a day
19849,1,2,7,0,30-60 minutes a day
45784,1,1,5,0,30-60 minutes a day
122559,1,6,8,0,30-60 minutes a day
230000,0,27,8,0,15-30 minutes a day
41574,1,2,8,0,15-30 minutes a day
112312,1,27,8,1,30-60 minutes a day
64341,1,7,9,0,15-30 minutes a day
1276,0,2,7,0,30-60 minutes a day
10767,1,4,8,0,60-120 minutes a day
34370,1,15,6,0,15-30 minutes a day
85925,1,6,8,0,15-30 minutes a day
45478,0,2,7,0,Over 120 minutes a day
20944,1,2,7,0,30-60 minutes a day
74873,1,2,8,0,15-30 minutes a day
107406,0,9,6,0,30-60 minutes a day
59073,1,6,9,1,60-120 minutes a day
60147,1,10,7,0,30-60 minutes a day
63720,1,8,9,1,60-120 minutes a day
105706,1,9,8,0,15-30 minutes a day
32222,1,1,7,0,30-60 minutes a day
222929,1,16,4,0,30-60 minutes a day
4600,1,6,10,0,15-30 minutes a day
51555,1,3,8,0,60-120 minutes a day
3974,0,20,7,0,60-120 minutes a day
57999,0,5,7,0,Over 120 minutes a day
107406,0,0.5,8,0,60-120 minutes a day
75184,0,8,8,0,30-60 minutes a day
53703,0,4,7,0,30-60 minutes a day
62000,1,12,8,0,30-60 minutes a day
130000,0,2,7,0,60-120 minutes a day
105000,0,22,9,0,30-60 minutes a day
85925,1,9,5,0,30-60 minutes a day
108587,0,12,8,1,30-60 minutes a day
111417,1,14,10,0,15-30 minutes a day
151400,1,5,4,0,30-60 minutes a day
69814,0,16,3,0,30-60 minutes a day
85925,0,10,9,0,15-30 minutes a day
82802,0,40,9,0,30-60 minutes a day
38666,0,19,6,0,Less than 15 minutes a day
11963,1,4,7,0,30-60 minutes a day
64444,0,13,5,0,Less than 15 minutes a day
112777,0,33,7,0,15-30 minutes a day
170000,1,9,6,1,15-30 minutes a day
14810,1,1,7,0,15-30 minutes a day
18044,0,0.5,5,0,30-60 minutes a day
53703,1,15,5,0,15-30 minutes a day
74239,0,10,8,1,Less than 15 minutes a day
40814,1,4,7,1,15-30 minutes a day
5184,1,2,7,0,30-60 minutes a day
229298,1,25,5,1,30-60 minutes a day
65518,1,5,9,0,30-60 minutes a day
32222,1,2,7,0,Less than 15 minutes a day
15600,1,1,8,1,60-120 minutes a day
85925,1,2,9,0,Less than 15 minutes a day
85925,1,1,7,0,60-120 minutes a day
57999,1,5,6,0,60-120 minutes a day
114000,1,2,10,0,30-60 minutes a day
102036,0,34,8,0,60-120 minutes a day
123517,0,20,6,0,60-120 minutes a day
36210,0,5,9,0,30-60 minutes a day
88073,0,9,4,1,30-60 minutes a day
247034,0,9,8,1,15-30 minutes a day
24650,0,3,10,0,15-30 minutes a day
82703,1,6,8,1,30-60 minutes a day
45737,0,2,7,0,60-120 minutes a day
65424,0,29,0,0,15-30 minutes a day
14353,1,1,7,0,60-120 minutes a day
53703,0,20,5,0,15-30 minutes a day
145222,1,12,8,1,30-60 minutes a day
61046,0,12,8,0,15-30 minutes a day
80555,1,8,9,0,60-120 minutes a day
155984,1,5,7,0,Over 120 minutes a day
64444,1,10,5,1,Over 120 minutes a day
95541,1,8,7,1,30-60 minutes a day
91295,1,14,7,0,60-120 minutes a day
80220,1,3,6,0,30-60 minutes a day
70063,0,5,4,0,Less than 15 minutes a day
80488,1,7,4,1,30-60 minutes a day
29000,1,3,7,0,30-60 minutes a day
64444,0,5,7,0,60-120 minutes a day
90000,0,8,6,1,Less than 15 minutes a day
105732,0,7,7,0,Over 120 minutes a day
62296,0,3,2,0,60-120 minutes a day
170000,1,3,8,1,15-30 minutes a day
17295,0,1,8,0,30-60 minutes a day
69814,1,16,8,0,Over 120 minutes a day
250000,0,4,6,1,30-60 minutes a day
103935,0,6,9,0,15-30 minutes a day
161905,1,20,7,0,60-120 minutes a day
48333,1,14,6,1,30-60 minutes a day
21534,1,2,7,0,15-30 minutes a day
130305,1,2,8,1,15-30 minutes a day
29610,0,8,8,0,Less than 15 minutes a day
75184,1,11,7,0,30-60 minutes a day
85597,1,6,7,0,15-30 minutes a day
73036,1,5,9,1,60-120 minutes a day
1933,0,2,5,0,30-60 minutes a day
15574,1,2,3,0,60-120 minutes a day
2944,1,20,7,1,30-60 minutes a day
21348,1,2,8,0,15-30 minutes a day
131210,1,40,7,1,Less than 15 minutes a day
53703,1,2,10,0,15-30 minutes a day
91295,1,8,8,0,30-60 minutes a day
12000,1,2,3,1,30-60 minutes a day
102036,1,6,7,1,60-120 minutes a day
50266,0,3,8,0,30-60 minutes a day
88073,0,30,0,0,60-120 minutes a day
200000,1,4,3,1,15-30 minutes a day
76328,0,10,8,1,60-120 minutes a day
70888,0,2,6,0,60-120 minutes a day
85108,0,14,5,1,60-120 minutes a day
86999,0,6,7,0,15-30 minutes a day
87876,0,7,8,1,30-60 minutes a day
45111,0,0.5,8,0,30-60 minutes a day
72421,0,4,7,0,15-30 minutes a day
33296,1,1,6,0,60-120 minutes a day
51555,0,7,10,1,15-30 minutes a day
44586,1,1,10,0,30-60 minutes a day
41263,1,4,7,0,60-120 minutes a day
54923,0,11,9,1,30-60 minutes a day
53503,1,3,2,0,30-60 minutes a day
65605,1,4,8,0,30-60 minutes a day
29692,0,4,8,0,60-120 minutes a day
1020,1,6,8,0,30-60 minutes a day
80000,0,18,9,0,30-60 minutes a day
336000,1,0.5,10,0,15-30 minutes a day
104399,0,11,9,0,15-30 minutes a day
61222,0,6,6,0,Less than 15 minutes a day
85000,0,20,9,0,15-30 minutes a day
77332,1,11,8,0,60-120 minutes a day
41888,1,3,2,0,Less than 15 minutes a day
100275,0,10,8,1,Less than 15 minutes a day
66592,0,9,8,0,60-120 minutes a day
34907,0,6,8,0,30-60 minutes a day
124840,0,6,5,0,30-60 minutes a day
118147,0,18,3,1,15-30 minutes a day
50554,1,4,2,0,60-120 minutes a day
140127,0,27,5,0,Less than 15 minutes a day
53503,0,9,6,0,Over 120 minutes a day
60265,1,10,7,0,60-120 minutes a day
56925,1,1,5,0,60-120 minutes a day
118919,1,8,4,1,Over 120 minutes a day
34370,0,27,8,0,30-60 minutes a day
26852,0,4,8,1,Less than 15 minutes a day
66592,0,4,7,0,Over 120 minutes a day
165000,0,6,6,0,Less than 15 minutes a day
161109,0,24,7,0,15-30 minutes a day
75184,1,25,7,1,60-120 minutes a day
42351,1,1,10,0,30-60 minutes a day
233975,0,24,8,1,60-120 minutes a day
9571,1,2,6,1,30-60 minutes a day
53703,0,10,8,0,60-120 minutes a day
19479,1,10,5,1,60-120 minutes a day
66242,0,2,5,0,Over 120 minutes a day
69814,0,10,8,1,30-60 minutes a day
146496,1,25,7,0,30-60 minutes a day
55851,0,3,8,0,15-30 minutes a day
37592,1,3,2,0,30-60 minutes a day
106562,0,15,8,0,30-60 minutes a day
48333,1,9,8,0,15-30 minutes a day
59241,0,37,5,1,15-30 minutes a day
24616,0,18,9,1,15-30 minutes a day
101910,0,10,5,1,30-60 minutes a day
60000,1,3,8,0,60-120 minutes a day
81077,0,16,10,1,15-30 minutes a day
61222,0,7,8,0,15-30 minutes a day
66592,0,8,7,0,60-120 minutes a day
82802,0,27,7,0,15-30 minutes a day
242037,1,19,7,1,60-120 minutes a day
16134,1,1,2,0,Less than 15 minutes a day
10767,1,3,6,0,60-120 minutes a day
215098,0,9,4,0,30-60 minutes a day
30914,0,13,6,0,30-60 minutes a day
112239,1,11,8,1,60-120 minutes a day
62639,1,8,7,0,15-30 minutes a day
270000,1,24,5,1,30-60 minutes a day
250000,0,23,9,0,Less than 15 minutes a day
37592,1,0.5,5,0,60-120 minutes a day
45111,0,6,3,0,30-60 minutes a day
140000,1,10,4,1,60-120 minutes a day
13685,1,2,5,0,60-120 minutes a day
76433,0,19,8,0,Less than 15 minutes a day
50955,0,1,3,0,15-30 minutes a day
48333,0,20,6,0,15-30 minutes a day
185000,0,22,9,1,Less than 15 minutes a day
42962,1,5,7,0,15-30 minutes a day
4307,1,2,6,1,30-60 minutes a day
49407,1,10,7,1,30-60 minutes a day
52629,1,4,6,0,60-120 minutes a day
1292,0,7,6,0,15-30 minutes a day
15037,1,0.5,8,0,15-30 minutes a day
49407,1,9,5,0,15-30 minutes a day
135000,0,6,4,0,Over 120 minutes a day
31148,0,1,6,0,Over 120 minutes a day
152191,1,18,8,0,60-120 minutes a day
30000,0,14,10,0,15-30 minutes a day
191082,1,2,5,0,15-30 minutes a day
9571,1,3,5,0,30-60 minutes a day
53703,0,18,6,0,60-120 minutes a day
70888,0,25,8,0,30-60 minutes a day
83777,0,6,6,0,30-60 minutes a day
76433,1,5,8,1,15-30 minutes a day
102036,1,8,5,1,60-120 minutes a day
48333,0,6,9,0,15-30 minutes a day
58598,0,4,9,0,15-30 minutes a day
150413,1,25,8,1,Over 120 minutes a day
61222,0,10,7,1,30-60 minutes a day
50266,0,2,7,0,Less than 15 minutes a day
15130,1,8,4,0,30-60 minutes a day
1504,1,1,6,0,30-60 minutes a day
107406,0,5,5,0,30-60 minutes a day
54777,1,17,9,1,60-120 minutes a day
127388,1,8,9,0,Less than 15 minutes a day
89172,0,11,4,0,Over 120 minutes a day
105000,0,10,3,0,15-30 minutes a day
598,1,5,5,0,15-30 minutes a day
44544,1,5,8,0,30-60 minutes a day
11963,1,10,8,0,60-120 minutes a day
184000,0,3,5,0,15-30 minutes a day
85925,1,5,7,1,15-30 minutes a day
91719,0,9,7,1,30-60 minutes a day
59073,1,8,5,0,30-60 minutes a day
12000,1,2,5,0,30-60 minutes a day
53703,0,26,4,0,Less than 15 minutes a day
91295,0,14,10,0,30-60 minutes a day
186000,0,11,9,1,60-120 minutes a day
75184,1,5,9,0,30-60 minutes a day
100000,1,4,9,0,Over 120 minutes a day
64670,1,5,9,0,30-60 minutes a day
2685,0,1,9,0,60-120 minutes a day
74873,1,2,6,0,60-120 minutes a day
215000,0,5,7,0,60-120 minutes a day
38666,0,7,9,1,15-30 minutes a day
82582,1,12,5,0,Over 120 minutes a day
56248,0,10,7,1,15-30 minutes a day
113000,0,39,10,0,15-30 minutes a day
3949,1,7,7,1,15-30 minutes a day
21200,1,2,7,0,15-30 minutes a day
56051,0,17,4,0,60-120 minutes a day
39740,1,7,6,1,30-60 minutes a day
56022,1,20,7,1,15-30 minutes a day
49192,0,4,7,0,60-120 minutes a day
25777,1,2,4,0,Over 120 minutes a day
97143,1,3,7,0,30-60 minutes a day
6350,0,26,8,0,15-30 minutes a day
50539,1,3,7,0,30-60 minutes a day
21481,0,1,5,0,30-60 minutes a day
