Job_Satisfaction,Uses_AI,Salary,TimeSearching_Min,Years_Exp,Is_Remote
6,0,64444,NA,2,0
8,1,38216,NA,1,0
6,0,80254,NA,14,1
8,0,118919,NA,15,0
9,1,49407,NA,0.5,0
4,0,155000,NA,8,0
7,1,64444,NA,7,0
6,0,145000,NA,27,0
3,1,75557,NA,4,0
7,1,110628,NA,6,1
7,0,6580,NA,5,0
7,1,65303,NA,5,1
10,1,18765,NA,8,1
8,0,105732,NA,9,1
10,0,101910,NA,14,1
7,0,61866,NA,6,0
3,0,107406,NA,16,0
8,1,10767,NA,4,1
4,1,100000,NA,17,1
4,0,43435,NA,15,0
10,1,108280,NA,35,0
9,1,15359,NA,0.5,0
7,0,107006,NA,20,1
5,1,44037,NA,0.5,0
4,0,96666,NA,20,0
8,0,57325,NA,7,0
8,1,51555,NA,5,0
6,1,48333,NA,11,0
9,1,32222,NA,2,0
0,1,99900,NA,8,0
7,0,42962,NA,5,0
6,0,7518,NA,10,0
7,0,128000,NA,23,0
9,1,132196,NA,7,0
8,0,37592,NA,13,0
6,1,42742,NA,5,1
0,1,16749,NA,4,0
5,1,59073,NA,14,0
5,0,49368,NA,6,0
10,1,190000,NA,21,1
8,0,83597,NA,13,1
8,0,77332,NA,14,0
4,1,96666,NA,5,1
8,1,30211,NA,6,1
10,0,69814,NA,4,0
5,1,41214,NA,28,1
3,0,83777,NA,6,1
8,1,67666,NA,7,0
2,0,200000,NA,19,0
8,0,200000,NA,7,0
7,0,52844,NA,6,1
7,0,42962,NA,2,0
10,1,40814,NA,7,0
4,1,127050,NA,5,1
9,0,130000,NA,11,0
8,1,60092,NA,14,0
2,1,79189,NA,11,0
3,1,51602,NA,6,1
4,1,23629,NA,2,1
7,0,40600,NA,7,0
5,1,69814,NA,24,1
9,0,400000,NA,27,0
5,1,5384,NA,4,0
9,1,54442,NA,2,0
10,1,70193,NA,17,0
9,1,91940,NA,17,1
5,0,106562,NA,32,0
8,0,111194,NA,4,0
7,0,38666,NA,22,0
8,1,6677,NA,15,0
6,1,80555,NA,11,0
7,1,66912,NA,37,0
4,1,64444,NA,8,0
8,1,139271,NA,10,0
8,1,32222,NA,4,0
9,1,42962,NA,3,1
9,0,42962,NA,5,0
6,1,92057,NA,11,1
7,0,90000,NA,29,0
0,0,53703,NA,20,1
4,1,187000,NA,12,1
7,1,4785,NA,3,1
7,1,75184,NA,11,0
1,1,19870,NA,0.5,0
8,1,88073,NA,14,1
7,1,71538,NA,8,0
7,1,69369,NA,24,0
6,1,75184,NA,25,0
7,0,104458,NA,7,1
6,0,91295,NA,10,1
2,1,29566,NA,2,0
6,1,71781,NA,3,0
0,1,190000,NA,10,0
7,1,48407,NA,8,0
9,1,29909,NA,15,0
8,0,39594,NA,13,1
8,0,34585,NA,4,0
8,1,47134,NA,6,0
9,1,240000,NA,3,0
8,1,22283,NA,2,0
9,1,48074,NA,6,0
10,0,6171,NA,20,0
8,1,60000,NA,8,0
7,1,64444,NA,6,0
5,0,9091,NA,1,1
5,1,85925,NA,9,0
7,0,85350,NA,9,1
7,1,3554,NA,2,0
7,1,60000,NA,10,1
10,1,13160,NA,7,0
8,0,80000,NA,0.5,1
8,1,51555,NA,5,0
8,0,150000,NA,46,0
8,0,80555,NA,38,0
6,1,94704,NA,3,0
8,1,103,NA,2,1
8,1,57143,NA,35,0
8,0,41574,NA,2,0
8,0,216559,NA,30,0
4,1,19333,NA,5,0
8,1,67129,NA,1,0
9,1,9694,NA,2,0
7,1,72000,NA,24,0
8,1,128887,NA,18,1
6,1,13160,NA,2,1
7,0,5437,NA,8,1
8,1,51555,NA,8,1
8,1,240000,NA,10,1
9,0,54294,NA,10,0
3,0,52000,NA,20,0
9,1,161109,NA,27,1
3,1,69121,NA,2,0
8,1,38446,NA,7,0
8,0,98089,NA,28,1
7,0,100000,NA,19,0
7,0,112312,NA,40,1
7,1,180000,NA,10,0
8,1,48333,NA,9,0
6,0,80555,NA,12,0
7,1,91295,NA,10,0
7,0,61222,NA,11,0
8,1,4662,NA,4,0
6,1,48256,NA,2,0
5,1,69814,NA,5,0
8,1,2962,NA,5,1
4,0,62706,NA,3,0
8,1,27516,NA,15,1
9,1,70000,NA,6,1
10,1,141776,NA,6,1
7,0,42962,NA,5,0
10,0,13477,NA,0.5,0
8,1,300000,NA,5,0
9,0,48333,NA,23,0
6,1,42962,NA,3,0
7,1,24835,NA,2,0
8,0,75184,NA,5,1
6,1,64444,NA,4,1
6,1,61222,NA,4,0
4,1,65424,NA,23,0
10,1,79481,NA,8,0
5,1,90000,NA,10,0
7,1,35444,NA,5,0
8,1,80555,NA,10,1
10,0,220000,NA,24,1
8,1,1077,NA,4,0
8,1,96666,NA,9,0
9,0,110000,NA,50,1
6,0,110000,NA,6,0
9,1,48333,NA,1,0
6,1,741,NA,15,1
4,0,31148,NA,3,0
5,0,190080,NA,11,0
7,1,130000,NA,10,0
8,1,99099,NA,4,0
8,0,59241,NA,18,0
9,1,146496,NA,16,1
8,1,59073,NA,10,0
10,1,186487,NA,18,1
8,1,42962,NA,0.5,0
9,0,57325,NA,2,1
4,0,107406,NA,4,0
10,1,47854,NA,11,1
8,0,86870,NA,13,0
6,1,29909,NA,8,0
7,0,42962,NA,5,0
7,0,68789,NA,12,0
9,0,80735,NA,12,1
9,0,29132,NA,27,0
8,0,144842,NA,25,0
9,0,53703,NA,10,1
8,1,69388,NA,14,1
6,1,52080,NA,6,1
8,1,21088,NA,0.5,0
9,0,210000,NA,12,1
7,0,56155,NA,10,0
8,0,115874,NA,5,0
7,1,30666,NA,8,0
4,1,33568,NA,6,0
8,1,68789,NA,9,0
8,0,25123,NA,15,0
9,1,81458,NA,13,1
8,0,71129,NA,2,0
6,1,38344,NA,1,0
9,0,40814,NA,8,0
8,0,80555,NA,23,0
9,1,51092,NA,6,1
6,0,155000,NA,6,0
9,1,37096,NA,11,1
8,0,44586,NA,1,1
5,0,16807,NA,5,0
9,0,140127,NA,38,0
8,0,37592,NA,4,0
7,1,120000,NA,2,0
5,1,75184,NA,25,0
5,1,53703,NA,13,0
1,0,220128,NA,10,1
8,1,130000,NA,7,0
4,1,16749,NA,4,0
6,1,67854,NA,4,0
3,0,10311,NA,2,0
8,1,161109,NA,10,0
8,1,60000,NA,5,1
8,0,101770,NA,25,0
10,1,48333,NA,12,0
4,1,17343,NA,17,0
8,1,40814,NA,6,0
8,1,125095,NA,8,1
4,1,121018,NA,6,0
8,1,78508,NA,4,0
6,1,42962,NA,8,0
8,1,85925,NA,12,1
10,1,155,NA,22,1
6,1,17600,NA,4,1
7,1,20141,NA,3,0
5,0,8374,NA,4,1
6,1,72499,NA,6,0
7,1,140000,NA,1,0
7,0,71129,NA,5,0
8,0,27152,NA,8,1
8,1,91082,NA,12,0
3,0,160000,NA,40,0
7,1,1481,NA,6,1
6,0,130000,NA,7,0
5,1,65271,NA,21,0
5,0,45111,NA,3,0
10,0,250000,NA,15,0
2,1,73,NA,10,0
8,0,39172,NA,3,0
8,1,64444,NA,12,0
7,1,106000,NA,2,0
8,1,86624,NA,11,1
8,0,42038,NA,8,0
8,1,43312,NA,20,0
8,1,86999,NA,4,0
8,0,107406,NA,4,1
9,1,12000,NA,6,1
7,1,240000,NA,3,0
8,1,57230,NA,8,0
4,0,132132,NA,8,1
8,1,29000,NA,5,0
7,1,22378,NA,0.5,0
6,0,37592,NA,18,0
3,1,22870,NA,6,0
8,1,69814,NA,4,1
9,1,44586,NA,1,0
9,1,24537,NA,10,0
7,1,48333,NA,8,0
9,1,70000,NA,6,1
8,1,4307,NA,7,0
6,1,117925,NA,25,0
9,1,526,NA,2,0
3,1,4785,NA,2,0
10,1,60147,NA,5,0
9,1,79189,NA,10,0
9,1,126605,NA,20,1
9,1,28011,NA,6,1
8,0,28011,NA,3,1
2,1,94501,NA,25,1
9,0,86213,NA,4,1
4,0,14622,NA,3,0
8,0,130847,NA,14,1
5,1,35292,NA,3,0
7,0,42962,NA,5,0
10,1,140000,NA,11,0
8,1,8498,NA,2,0
7,0,102036,NA,13,0
7,0,79481,NA,6,0
6,0,55000,NA,5,1
9,0,2475,NA,3,1
5,0,76328,NA,10,0
9,1,42962,NA,26,0
7,1,5749,NA,3,0
7,0,85925,NA,39,0
6,1,29909,NA,7,1
7,1,79489,NA,8,0
7,0,26852,NA,1,1
7,1,70063,NA,19,1
8,1,120000,NA,16,0
9,1,23092,NA,2,0
6,0,13445,NA,5,0
0,1,32285,NA,13,1
8,1,27545,NA,10,0
3,1,42962,NA,14,0
8,1,200000,NA,12,1
9,0,210000,NA,25,0
6,1,20700,NA,1,1
8,0,69814,NA,10,0
8,0,105258,NA,30,0
5,0,22409,NA,10,1
8,0,131000,NA,11,0
8,1,22409,NA,5,1
5,1,2600,NA,4,0
7,1,101910,NA,25,0
9,1,8609,NA,26,0
6,0,11852,NA,1,0
8,0,72726,NA,5,1
4,0,48333,NA,15,0
8,1,181000,NA,10,0
8,1,42962,NA,10,1
9,0,70966,NA,4,0
7,1,55190,NA,8,1
5,1,29696,NA,13,1
8,1,49368,NA,20,1
8,0,32222,NA,2,0
8,0,53703,NA,10,0
6,1,11485,NA,9,0
7,1,85000,NA,4,1
8,0,97000,NA,28,0
8,1,142500,NA,30,1
7,1,44354,NA,0.5,0
7,0,69814,NA,21,0
8,0,39216,NA,3,1
9,1,112309,NA,13,0
6,1,45000,NA,3,1
8,0,40814,NA,3,1
7,0,23629,NA,3,0
8,0,800,NA,0.5,0
5,0,12352,NA,2,0
8,0,29621,NA,5,0
8,0,260000,NA,11,0
3,0,45860,NA,3,0
7,0,12577,NA,3,0
8,0,75184,NA,23,1
7,0,150000,NA,16,1
6,1,85925,NA,4,0
7,0,48333,NA,11,0
8,1,55851,NA,11,1
7,0,177050,NA,10,1
8,1,2014062,NA,5,1
7,1,4949,NA,4,0
8,0,107406,NA,16,1
7,0,77681,NA,9,0
9,0,39091,NA,26,1
7,0,29968,NA,7,0
5,0,12000,NA,3,0
9,1,6015,NA,6,0
5,0,66877,NA,35,0
9,0,38666,NA,6,0
9,1,141000,NA,7,0
7,0,38,NA,18,1
5,0,54294,NA,28,1
7,0,139271,NA,23,0
7,1,64444,NA,3,0
8,1,187000,NA,15,1
8,1,44757,NA,25,0
2,1,77332,NA,30,0
4,0,48333,NA,9,1
7,1,40000,NA,6,1
8,0,121668,NA,40,0
9,0,95000,NA,2,1
8,1,51555,NA,4,0
6,0,75184,NA,13,1
6,1,9571,NA,3,0
6,0,32222,NA,5,1
5,0,77992,NA,4,0
9,1,45111,NA,2,0
5,1,22913,NA,4,0
10,1,139628,NA,4,0
8,1,51555,NA,4,0
8,0,125000,NA,11,1
2,1,11963,NA,6,0
8,0,4949,NA,22,0
6,0,154640,NA,20,1
8,1,240000,NA,7,1
9,1,38666,NA,3,1
8,0,250000,NA,12,1
8,1,20514,NA,4,1
4,1,65000,NA,3,0
8,0,37592,NA,10,1
6,1,41461,NA,6,0
8,0,20936,NA,4,0
8,1,240000,NA,8,1
8,0,95000,NA,3,0
0,1,130000,NA,6,1
8,1,161905,NA,25,0
8,1,81679,NA,6,0
7,0,85000,NA,3,1
7,1,61768,NA,17,0
8,0,21481,NA,2,0
7,1,21564,NA,6,1
2,0,24746,NA,4,1
10,0,66592,NA,4,0
7,0,71000,NA,13,1
4,0,100000,NA,14,0
5,1,48333,NA,5,0
9,1,25996,NA,7,0
5,1,54394,NA,1,0
4,1,38049,NA,21,0
9,1,64444,NA,5,0
3,0,65091,NA,1,0
5,0,135000,NA,2,0
10,1,102500,NA,4,1
8,1,125000,NA,5,0
6,1,19333,NA,4,0
7,0,89172,NA,23,0
9,1,155000,NA,12,1
5,0,45111,NA,0.5,0
8,1,1472,NA,4,0
10,0,75000,NA,0.5,0
6,1,61146,NA,5,1
7,1,1546,NA,3,0
9,1,1196,NA,11,0
3,1,120000,NA,13,1
6,0,90000,NA,8,1
9,0,102000,NA,3,0
7,1,31477,NA,1,0
8,0,829,NA,5,1
10,0,445668,NA,17,0
8,1,63694,NA,7,0
6,0,73885,NA,27,0
8,0,290000,NA,17,1
7,1,7,NA,7,1
9,1,85925,NA,37,1
6,0,205000,NA,17,1
10,0,201000,NA,11,1
0,1,83390,NA,11,0
9,0,101910,NA,16,0
7,1,742,NA,3,1
8,1,43587,NA,6,0
7,0,210000,NA,8,0
8,1,187000,NA,10,0
10,1,24224,NA,1,0
8,1,1076,NA,1,0
10,0,69121,NA,20,0
7,0,145000,NA,5,0
5,0,70888,NA,16,0
6,1,32222,NA,4,0
5,1,81352,NA,16,0
6,1,104000,NA,6,0
8,1,227000,NA,27,1
8,0,42962,NA,2,0
9,1,25,NA,3,1
5,0,89172,NA,20,0
8,1,14356,NA,2,0
8,0,59817,NA,16,0
5,0,89172,NA,8,0
7,1,56051,NA,37,1
5,0,1,NA,3,0
6,0,42017,NA,3,1
10,1,500000,NA,26,0
7,0,99363,NA,7,1
7,1,78000,NA,15,1
9,1,100801,NA,6,0
8,1,107406,NA,9,0
5,0,63799,NA,10,0
6,1,132132,NA,11,0
8,0,107406,NA,26,0
8,0,133757,NA,12,0
3,1,378,NA,2,0
7,1,118147,NA,13,0
6,1,89134,NA,4,0
0,1,1074,NA,0.5,0
7,1,59073,NA,7,1
9,0,25777,NA,0.5,0
6,1,3153,NA,6,0
8,0,160000,NA,39,1
10,1,59073,NA,4,0
5,1,135000,NA,12,1
10,0,43069,NA,6,1
6,0,51555,NA,4,0
6,0,42962,NA,18,1
10,1,79962,NA,12,1
10,1,42962,NA,5,0
5,1,160000,NA,8,0
8,0,100000,NA,34,0
7,0,80000,NA,20,0
9,1,225000,NA,20,1
8,1,72532,NA,6,0
7,0,13200,NA,1,1
6,0,43607,NA,2,0
9,1,130000,NA,2,0
6,0,43500,NA,2,1
6,1,78634,NA,0.5,0
8,0,178098,NA,27,1
7,1,73915,NA,5,0
8,0,64444,NA,5,0
2,1,50955,NA,25,0
7,0,87876,NA,8,0
8,0,53703,NA,5,0
8,1,66592,NA,10,0
5,0,116309,NA,20,0
9,0,55946,NA,8,1
8,1,13623,NA,2,0
9,1,44586,NA,2,0
8,1,41027,NA,8,1
7,1,38742,NA,12,0
7,1,98000,NA,16,1
5,1,773,NA,0.5,0
10,0,101910,NA,12,0
7,0,90221,NA,12,0
7,1,76307,NA,11,0
5,0,115000,NA,9,1
7,0,61866,NA,3,1
7,1,70888,NA,10,0
6,0,17927,NA,2,0
7,1,45111,NA,12,0
7,1,150000,NA,25,1
2,0,107406,NA,22,1
10,1,230000,NA,40,1
8,0,100000,NA,38,1
8,0,52629,NA,23,0
8,0,190000,NA,18,1
4,1,101910,NA,8,1
4,1,75184,NA,12,1
2,0,146444,NA,3,0
0,0,94319,NA,11,0
8,1,107406,NA,29,0
5,1,90000,NA,2,0
6,1,46185,NA,3,1
7,0,51555,NA,7,1
5,1,141177,NA,9,1
7,1,91500,NA,12,0
8,0,75000,NA,20,0
8,0,41888,NA,5,0
9,0,53000,NA,16,1
6,0,66592,NA,4,0
7,1,85846,NA,15,1
7,0,10070,NA,3,0
1,0,102036,NA,30,1
5,1,95000,NA,15,1
6,0,90000,NA,2,0
7,0,79,NA,15,0
4,1,94267,NA,13,0
6,0,15600,NA,3,1
5,1,107406,NA,12,1
6,1,148,NA,1,1
9,1,86999,NA,10,0
8,0,160000,NA,35,0
9,1,151201,NA,28,0
8,1,16784,NA,3,1
7,0,170000,NA,10,0
7,0,170000,NA,15,0
6,1,39955,NA,3,0
6,0,71337,NA,7,1
10,1,336000,NA,8,0
8,1,25250,NA,3,1
9,1,14356,NA,5,0
7,0,66592,NA,23,0
8,0,46185,NA,2,0
7,1,65424,NA,5,1
8,1,45111,NA,8,0
9,0,153000,NA,17,1
7,1,45111,NA,4,0
7,1,75184,NA,7,1
6,1,91295,NA,22,0
6,0,121018,NA,7,0
7,1,54442,NA,4,0
9,0,135000,NA,20,0
8,1,7976,NA,4,0
7,1,280253,NA,17,1
8,1,92155,NA,13,0
7,0,150000,NA,10,1
5,1,7470,NA,3,0
8,0,83707,NA,25,0
8,1,89172,NA,25,0
7,1,55851,NA,5,0
7,0,31685,NA,6,0
7,0,84076,NA,8,0
9,0,145000,NA,5,0
7,1,87231,NA,9,0
6,0,131000,NA,12,1
6,1,100000,NA,1,0
7,1,225000,NA,25,1
5,1,20407,NA,1,0
8,0,16807,NA,26,0
8,1,117000,NA,2,0
7,0,123517,NA,8,1
8,1,180000,NA,15,1
7,1,40814,NA,20,0
6,1,85925,NA,12,1
7,0,89857,NA,24,0
8,1,49050,NA,3,1
9,1,444,NA,1,0
9,0,82703,NA,20,1
7,0,64444,NA,6,0
5,0,150000,NA,24,0
5,1,14546,NA,3,1
8,1,68322,NA,2,0
9,1,2584,NA,10,1
6,1,127000,NA,7,0
3,1,180000,NA,12,0
9,0,48407,NA,20,0
8,1,50481,NA,8,0
4,0,175000,NA,26,1
4,0,16465,NA,0.5,1
2,0,142426,NA,5,1
7,1,3326,NA,22,0
7,1,25532,NA,8,0
10,1,350000,NA,30,0
8,1,39866,NA,11,1
8,1,80555,NA,10,1
2,0,63694,NA,9,1
4,0,14366,NA,21,0
7,0,55835,NA,17,1
2,1,96666,NA,13,0
8,1,27973,NA,10,1
7,1,32222,NA,3,0
8,0,149315,NA,7,1
1,0,118147,NA,17,1
9,1,128666,NA,28,0
5,1,37592,NA,3,0
7,0,65221,NA,18,0
6,0,32222,NA,12,0
5,1,59391,NA,4,1
7,1,6510,NA,6,1
7,1,134786,NA,11,1
10,1,75000,NA,3,0
8,0,158000,NA,26,1
8,0,118000,NA,4,0
7,0,70063,NA,10,0
7,0,87231,NA,2,1
7,0,69785,NA,9,0
8,1,159924,NA,15,1
5,1,65331,NA,5,1
6,1,164000,NA,25,1
9,1,38666,NA,3,0
6,1,80555,NA,7,0
8,0,79894,NA,6,1
8,1,179000,NA,11,1
8,1,75184,NA,13,0
6,0,71962,NA,8,1
8,1,80555,NA,8,0
8,1,172000,NA,29,0
2,1,37592,NA,10,0
9,1,140000,NA,7,1
7,1,49368,NA,5,1
9,1,70000,NA,3,1
7,1,75000,NA,7,1
3,0,90866,NA,10,1
9,1,47259,NA,1,0
6,0,180000,NA,15,1
7,1,12952,NA,10,0
8,0,114649,NA,9,0
5,0,85925,NA,5,0
9,0,22258,NA,3,1
8,1,75184,NA,7,0
8,1,100000,NA,18,1
9,0,42000,NA,15,1
6,1,64000,NA,7,0
6,0,116309,NA,2,1
8,0,60147,NA,6,0
7,1,44831,NA,4,0
7,0,330000,NA,10,1
10,0,84138,NA,11,1
8,0,200000,NA,9,1
6,1,125656,NA,7,1
8,1,25250,NA,3,1
9,1,140000,NA,7,1
8,0,76433,NA,29,0
9,0,111417,NA,20,0
7,0,109039,NA,3,0
9,0,81307,NA,3,0
7,1,88000,NA,1,1
5,1,36840,NA,6,0
6,1,10336,NA,10,0
7,0,180000,NA,5,1
5,1,225000,NA,24,0
8,1,56000,NA,5,1
7,1,57325,NA,2,0
10,1,63694,NA,1,0
6,0,86870,NA,12,0
9,0,100000,NA,34,0
5,0,25226,NA,3,0
9,1,180000,NA,7,1
8,1,180000,NA,6,1
8,0,130000,NA,6,0
7,1,4079,NA,4,0
6,0,115000,NA,9,0
9,1,48000,NA,5,1
2,0,50420,NA,7,1
8,0,86000,NA,13,0
8,1,43481,NA,7,0
8,1,180000,NA,12,1
8,0,279000,NA,22,1
1,1,133538,NA,17,0
10,0,128887,NA,5,1
10,0,25123,NA,22,1
8,0,66659,NA,38,0
5,0,90000,NA,11,1
8,0,144000,NA,27,1
5,0,800,NA,3,0
8,1,152000,NA,8,1
9,1,36000,NA,13,1
8,1,79421,NA,12,0
3,0,97000,NA,7,0
7,1,39,NA,12,0
8,0,83500,NA,2,0
7,1,8951,NA,3,0
8,0,68000,NA,4,0
3,1,45111,NA,3,0
8,1,160000,NA,10,1
7,1,60202,NA,11,0
9,1,4315,NA,18,0
9,1,67666,NA,5,1
5,0,54721,NA,16,0
10,1,95592,NA,9,1
3,1,3938,NA,5,1
4,1,43435,NA,25,0
6,1,93591,NA,10,1
10,1,85925,NA,7,0
10,1,75800,NA,24,1
0,1,642,NA,0.5,0
9,0,169426,NA,15,0
9,1,773,NA,0.5,0
7,1,42962,NA,24,0
9,0,109554,NA,7,1
8,1,162000,NA,27,0
10,0,16336,NA,13,0
5,1,180000,NA,5,1
8,0,34585,NA,5,0
5,0,15553,NA,9,0
7,0,38666,NA,4,0
7,1,215000,NA,8,1
3,1,44831,NA,6,0
8,1,40000,NA,7,0
1,0,115000,NA,18,0
9,0,129936,NA,29,0
7,0,75000,NA,3,1
8,1,180000,NA,13,0
7,0,72693,NA,23,1
7,0,86870,NA,15,0
9,1,19795,NA,10,0
5,0,130000,NA,10,0
2,1,124800,NA,6,0
7,0,285000,NA,34,1
7,1,215000,NA,15,0
7,1,78980,NA,24,1
8,1,114649,NA,9,0
8,0,175000,NA,15,1
10,1,38561,NA,18,0
9,1,106694,NA,15,0
9,1,400000,NA,25,1
6,0,31189,NA,4,0
9,1,122500,NA,1,1
8,0,133757,NA,16,1
6,0,154640,NA,14,1
7,0,101910,NA,10,0
10,0,96000,NA,2,0
8,0,78183,NA,1,1
5,1,54000,NA,14,1
6,1,107000,NA,4,0
6,1,135000,NA,23,0
7,1,110000,NA,17,1
1,1,120000,NA,4,1
3,1,87841,NA,7,0
8,1,165000,NA,7,1
5,0,300000,NA,35,0
10,1,216000,NA,15,1
4,1,118147,NA,9,1
9,0,6881,NA,15,1
5,0,89172,NA,9,0
9,0,65000,NA,11,1
7,1,42,NA,1,0
7,1,5430,NA,1,0
8,0,170000,NA,6,1
9,0,210000,NA,19,0
8,1,33568,NA,6,0
9,0,70888,NA,14,0
9,0,200000,NA,17,1
9,1,14539,NA,5,0
3,0,109039,NA,19,1
9,1,68740,NA,39,0
9,0,206000,NA,9,1
9,0,114461,NA,14,0
6,1,60000,NA,1,0
6,0,96666,NA,16,0
8,1,72532,NA,9,0
6,1,120000,NA,13,1
9,0,33833,NA,5,0
5,0,115000,NA,6,0
4,0,59073,NA,7,1
7,1,85000,NA,11,0
9,1,126486,NA,30,1
6,0,102036,NA,10,0
9,0,167890,NA,15,0
6,0,87898,NA,9,0
10,1,429369,NA,10,0
3,0,12342,NA,4,1
5,0,210000,NA,6,1
5,1,3250,NA,5,1
5,1,102645,NA,5,0
2,1,140000,NA,10,1
9,0,107406,NA,8,1
0,1,19142,NA,4,0
6,1,125000,NA,16,1
9,1,101910,NA,5,0
0,0,75184,NA,20,0
7,1,125000,NA,4,0
6,1,145600,NA,19,1
8,1,47778,NA,4,0
9,1,642,NA,7,1
7,1,96666,NA,12,0
7,1,99888,NA,12,1
7,1,97954,NA,35,0
8,1,180000,NA,41,0
9,1,129936,NA,5,0
10,0,91295,NA,9,0
10,0,90248,NA,13,0
2,1,10888,NA,4,1
7,0,107406,NA,10,0
7,0,72000,NA,10,0
8,1,49368,NA,20,1
2,1,116988,NA,8,0
6,1,75420,NA,2,0
1,0,50885,NA,10,1
8,1,150000,NA,14,0
2,0,63694,NA,9,1
10,1,210000,NA,14,1
7,1,170000,NA,36,1
7,0,54000,NA,8,0
10,1,53703,NA,15,0
9,1,15776,NA,2,0
7,1,51633,NA,28,1
8,1,52629,NA,17,0
8,0,51968,NA,4,1
5,1,52122,NA,7,0
10,1,100000,NA,11,1
0,0,98000,NA,20,0
5,1,268515,NA,18,0
8,0,1678,NA,5,1
8,1,145386,NA,10,1
3,1,1855,NA,6,1
10,0,192000,NA,9,0
2,0,165000,NA,12,1
8,0,77484,NA,15,1
2,1,101000,NA,19,0
9,0,193331,NA,30,1
10,1,327118,NA,28,0
8,1,12143,NA,7,0
9,0,225000,NA,17,1
7,1,9324,NA,5,0
9,1,56925,NA,13,0
8,1,53703,NA,5,1
7,0,110000,NA,16,1
6,0,41960,NA,24,1
6,0,83597,NA,14,0
7,1,94501,NA,21,1
5,1,91295,NA,11,1
10,1,100000,NA,3,0
8,1,151000,NA,3,0
8,1,48333,NA,4,0
8,0,36000,NA,3,1
8,0,125000,NA,14,0
8,0,100000,NA,5,0
6,0,120000,NA,10,0
7,1,69814,NA,2,1
1,1,80000,NA,5,1
8,1,91295,NA,10,1
10,0,57761,NA,5,0
6,0,7901,NA,3,0
10,1,5814,NA,10,0
8,1,80000,NA,5,1
2,0,26726,NA,3,0
10,1,130847,NA,13,1
8,1,47796,NA,2,1
7,1,80000,NA,8,1
9,0,129602,NA,33,0
8,0,140000,NA,34,1
8,1,150000,NA,29,1
10,1,225000,NA,16,1
4,0,155000,NA,32,1
7,0,57230,NA,13,0
7,1,215000,NA,29,1
10,0,75184,NA,2,1
7,0,115000,NA,3,0
5,1,64444,NA,5,0
10,1,82000,NA,6,1
9,0,69814,NA,10,0
10,1,220000,NA,27,1
8,1,315000,NA,11,1
7,1,91295,NA,10,1
9,0,85925,NA,10,0
5,1,95000,NA,4,0
6,0,30611,NA,2,0
8,1,37592,NA,5,1
5,1,90000,NA,2,0
9,1,210000,NA,22,0
7,0,67766,NA,3,1
8,1,101770,NA,27,1
7,1,100000,NA,3,1
9,0,16168,NA,11,1
6,1,39133,NA,6,0
8,0,85925,NA,13,0
9,0,110000,NA,28,1
10,1,60769,NA,3,0
7,1,75184,NA,6,0
6,0,43069,NA,6,1
10,0,84851,NA,8,0
6,1,200000,NA,20,0
7,1,165000,NA,5,1
8,1,26852,NA,1,1
7,0,205000,NA,9,0
6,0,92993,NA,34,0
6,1,97000,NA,5,1
9,1,74000,NA,3,0
4,1,77332,NA,4,0
6,1,130000,NA,4,0
10,0,9000000,NA,7,1
6,1,121018,NA,10,1
8,1,143000,NA,42,1
6,0,110000,NA,13,1
6,0,210000,NA,13,1
8,1,160000,NA,7,0
6,0,80000,NA,10,0
8,1,115000,NA,19,0
10,1,14400,NA,2,0
8,1,59073,NA,3,0
9,0,57203,NA,10,1
7,1,27461,NA,2,0
8,1,8625,NA,14,1
7,0,31703,NA,5,0
3,1,107406,NA,31,0
9,0,150000,NA,16,0
5,1,180000,NA,20,1
0,1,135000,NA,13,1
5,0,107406,NA,10,1
6,0,1229,NA,6,0
7,1,160000,NA,6,1
8,0,130000,NA,6,1
9,1,1975,NA,7,0
10,1,109554,NA,4,1
9,1,59073,NA,16,1
8,0,83138,NA,20,1
5,1,24,NA,5,0
3,0,74874,NA,4,0
7,0,152000,NA,24,1
2,1,45600,NA,5,1
0,1,18796,NA,20,0
10,1,29299,NA,2,0
6,1,29102,NA,3,0
7,0,380000,NA,14,1
7,1,66815,NA,9,0
10,1,120000,NA,10,0
6,0,90000,NA,7,1
8,1,150000,NA,6,1
7,0,215000,NA,29,0
8,1,62,NA,3,0
2,0,115615,NA,17,1
9,0,109039,NA,12,0
3,1,160000,NA,3,0
5,0,63970,NA,3,0
8,1,54375,NA,6,0
7,0,16807,NA,12,0
6,0,227000,NA,16,1
9,1,73664,NA,13,0
7,1,86394,NA,13,1
8,1,1728,NA,9,1
9,1,75000,NA,9,0
5,0,150000,NA,8,1
9,0,180000,NA,19,1
5,0,101910,NA,10,1
10,1,136000,NA,23,0
6,1,220000,NA,22,1
7,0,85000,NA,3,0
6,1,230000,NA,4,0
8,1,29909,NA,12,0
8,1,77763,NA,10,0
6,0,31703,NA,19,0
9,0,112000,NA,25,1
8,1,64444,NA,9,1
7,1,85925,NA,11,1
8,1,100000,NA,3,1
7,0,37618,NA,7,0
0,1,98000,NA,17,1
7,0,85535,NA,13,1
6,0,160000,NA,10,0
4,0,51374,NA,8,0
5,1,250000,NA,19,1
7,0,72499,NA,10,1
10,0,160000,NA,39,1
7,0,29913,NA,2,0
8,1,134921,NA,21,0
8,0,350000,NA,20,1
6,1,150000,NA,6,0
8,1,143000,NA,25,0
