Job_Satisfaction,Uses_AI,Salary,TimeSearching_Min,Years_Exp,Is_Remote
8,0,116988,NA,14,0
6,0,64444,NA,8,0
6,0,150000,NA,32,1
5,1,9711,NA,2,0
8,1,200000,NA,25,0
9,1,107406,NA,14,0
8,1,64444,NA,6,0
7,1,94000,NA,8,0
6,0,133700,NA,32,0
8,1,64691,NA,11,0
7,0,200000,NA,13,1
7,1,175000,NA,15,1
8,1,45744,NA,5,0
8,1,62000,NA,25,0
5,0,160000,NA,9,1
8,0,37592,NA,5,1
7,0,15333,NA,12,0
7,1,47441,NA,8,1
7,1,5371,NA,1,0
5,1,620000,NA,13,1
7,1,44037,NA,1,0
9,0,121000,NA,20,1
8,1,4785,NA,2,0
7,0,145000,NA,12,0
9,1,114000,NA,9,0
7,0,52000,NA,2,0
2,1,21446,NA,5,1
7,1,7178,NA,2,1
0,1,61770,NA,6,0
10,0,198198,NA,27,1
3,0,45111,NA,18,0
7,0,92000,NA,4,1
9,0,181732,NA,30,0
7,0,180000,NA,8,1
8,0,56388,NA,3,1
5,0,118388,NA,4,0
10,1,102300,NA,1,1
7,1,163000,NA,5,0
6,1,160000,NA,11,0
6,1,14902,NA,0.5,0
10,1,1017,NA,4,1
3,0,300737,NA,3,0
1,0,90000,NA,1,0
7,1,300000,NA,5,0
7,1,127388,NA,25,1
9,1,90221,NA,25,0
9,1,70654,NA,13,1
7,1,39740,NA,4,0
4,0,90000,NA,8,0
2,1,88000,NA,3,0
8,0,108280,NA,15,0
6,1,8000,NA,2,1
3,0,185000,NA,30,1
10,0,54777,NA,8,1
10,1,63606,NA,6,1
8,0,47072,NA,17,0
7,1,38240,NA,6,0
5,0,105000,NA,7,0
8,1,53703,NA,12,1
7,0,101770,NA,3,0
7,0,70252,NA,11,0
9,1,101000,NA,18,1
3,1,15600,NA,0.5,0
6,1,95541,NA,6,0
10,1,63694,NA,6,1
8,0,55851,NA,14,0
9,0,400000,NA,18,1
9,0,69814,NA,4,0
8,1,145715,NA,29,0
9,1,64444,NA,12,0
6,1,127388,NA,15,0
6,1,250000,NA,5,1
8,1,2090,NA,1,0
6,1,160000,NA,2,0
9,1,27973,NA,5,1
10,1,131800,NA,10,0
9,0,268515,NA,20,0
8,1,64444,NA,20,0
5,0,32610,NA,2,0
5,1,9571,NA,2,0
4,1,61146,NA,13,1
5,1,19946,NA,8,1
4,0,52853,NA,2,0
7,0,22378,NA,14,0
7,1,9571,NA,0.5,1
5,0,175000,NA,22,1
10,1,26000,NA,2,1
8,1,97740,NA,18,0
7,0,170000,NA,8,1
3,1,54369,NA,7,0
8,1,112000,NA,1,0
7,0,33296,NA,9,1
6,1,8067,NA,1,1
10,0,67516,NA,4,1
8,0,120000,NA,16,0
8,0,167194,NA,25,0
7,1,47259,NA,1,0
2,0,107406,NA,28,1
9,1,52000,NA,4,0
5,0,170000,NA,34,1
1,1,74189,NA,10,0
7,1,150000,NA,6,1
8,1,90000,NA,3,1
7,0,180000,NA,12,1
7,0,987,NA,12,0
6,1,3222,NA,3,1
8,0,60462,NA,2,1
6,0,107000,NA,4,0
0,0,165000,NA,5,0
7,1,52339,NA,1,1
4,0,21728,NA,8,0
7,1,51555,NA,5,0
9,0,200000,NA,27,1
8,0,102000,NA,1,1
7,0,115000,NA,4,1
7,0,39740,NA,5,0
6,1,115000,NA,3,0
8,1,125000,NA,8,1
7,1,47259,NA,6,0
9,1,68203,NA,12,1
3,0,599716,NA,6,0
7,1,213000,NA,3,1
7,1,2512,NA,1,1
8,0,6171,NA,4,1
3,1,51555,NA,4,1
7,0,14356,NA,10,1
7,0,90000,NA,2,0
9,1,53703,NA,0.5,0
7,1,82802,NA,11,1
7,1,130000,NA,17,0
6,0,52629,NA,3,0
8,0,163000,NA,3,0
6,0,117000,NA,6,1
6,1,101770,NA,16,1
8,1,48333,NA,5,0
8,0,90866,NA,25,0
9,0,200000,NA,20,0
6,1,75184,NA,12,1
6,1,69814,NA,26,0
9,1,12122,NA,3,1
7,1,16151,NA,3,1
9,1,69814,NA,10,1
2,1,47,NA,1,0
8,0,222000,NA,10,1
8,1,197000,NA,23,0
8,0,81629,NA,5,0
6,0,35444,NA,2,0
5,1,145386,NA,10,0
8,1,180000,NA,3,0
7,1,75000,NA,2,0
9,0,43869,NA,6,1
8,0,64444,NA,7,1
8,0,61809,NA,10,0
8,1,400000,NA,35,0
8,1,48646,NA,3,0
8,1,138242,NA,25,0
10,1,173500,NA,6,0
7,0,45000,NA,1,0
8,1,3000,NA,3,1
8,1,1481,NA,15,1
0,0,80254,NA,19,1
1,0,48314,NA,3,0
3,1,140387,NA,17,0
7,1,180000,NA,5,0
7,1,45797,NA,3,0
10,0,55000,NA,14,0
5,1,30074,NA,3,0
7,0,240000,NA,8,1
8,0,37736,NA,4,1
6,1,180000,NA,12,0
6,1,681,NA,3,1
8,1,145000,NA,2,0
7,0,93500,NA,10,0
6,0,180000,NA,17,0
10,0,62516,NA,12,0
10,0,160000,NA,20,0
7,1,41794,NA,5,0
7,1,54704,NA,1,0
0,1,235000,NA,12,0
8,1,14369,NA,26,0
9,1,77332,NA,11,1
4,0,90000,NA,10,1
3,1,3209,NA,0.5,1
7,1,43877,NA,11,0
6,0,300000,NA,18,1
5,0,93023,NA,9,0
7,1,84000,NA,8,0
8,1,190000,NA,17,1
3,0,42962,NA,2,0
8,1,190000,NA,10,1
3,1,209356,NA,18,1
8,1,75000,NA,23,1
6,0,67500,NA,4,0
9,0,90000,NA,0.5,0
3,1,7178,NA,2,0
10,1,96666,NA,20,0
7,0,128000,NA,40,1
2,0,65424,NA,5,1
8,1,56051,NA,36,1
8,1,71082,NA,3,0
8,1,126000,NA,8,1
8,0,127213,NA,7,1
8,0,55742,NA,17,0
8,1,160000,NA,8,1
8,1,47854,NA,5,1
6,1,340,NA,3,0
3,0,30074,NA,4,0
7,1,404763,NA,10,0
8,0,161109,NA,20,0
8,1,44991,NA,18,1
3,1,598,NA,2,0
9,1,37120,NA,3,0
8,1,175000,NA,7,1
8,0,99000,NA,4,0
9,0,200000,NA,32,0
4,1,12000,NA,2,1
10,1,147500,NA,5,1
7,0,115000,NA,33,0
8,1,130000,NA,2,0
5,1,65424,NA,5,1
10,0,82000,NA,6,0
8,1,66592,NA,3,1
8,0,230000,NA,9,1
7,1,10169,NA,2,1
7,1,175000,NA,17,1
8,1,27973,NA,2,0
2,1,48100,NA,3,1
8,0,1,NA,1,1
4,1,91295,NA,7,0
8,1,1285,NA,0.5,0
7,1,23553,NA,4,1
10,1,190000,NA,7,0
8,1,100000,NA,11,1
6,1,200000,NA,15,0
6,1,53703,NA,2,0
2,0,4187,NA,0.5,0
8,1,96666,NA,10,0
10,1,150000,NA,5,1
9,1,96666,NA,9,1
6,0,210000,NA,8,1
10,0,1900000,NA,12,0
8,1,120000,NA,4,0
0,0,200000,NA,34,1
7,1,150000,NA,2,1
8,1,93175,NA,4,0
7,0,214812,NA,10,0
9,1,200000,NA,15,1
7,0,80555,NA,2,1
10,1,157300,NA,7,1
10,0,72000,NA,3,0
10,0,72693,NA,30,0
9,1,180000,NA,12,0
6,0,100549,NA,26,1
8,1,31330,NA,4,1
8,1,112000,NA,1,0
7,0,38814,NA,12,0
8,1,120000,NA,9,0
7,1,170000,NA,6,1
8,0,108000,NA,7,0
7,0,28079,NA,3,0
9,0,260000,NA,11,1
3,0,39483,NA,7,1
8,1,119943,NA,27,0
6,1,11108,NA,10,1
2,0,200000,NA,25,0
2,1,188000,NA,6,1
3,0,115000,NA,11,0
8,1,200000,NA,15,0
7,0,37377,NA,2,0
5,1,173144,NA,22,0
9,0,31463,NA,15,1
8,1,65424,NA,18,1
7,0,67451,NA,15,1
8,1,189002,NA,10,1
6,0,3400,NA,8,0
9,0,77763,NA,25,0
8,1,82000,NA,2,0
6,1,17945,NA,4,0
7,1,91295,NA,9,0
9,0,24684,NA,2,1
7,1,26891,NA,12,1
7,1,174463,NA,8,1
7,1,75184,NA,2,0
6,1,64762,NA,17,0
8,1,27817,NA,6,0
8,0,67150,NA,15,0
8,1,110000,NA,1,1
6,0,108000,NA,7,1
6,1,64444,NA,2,0
10,1,160000,NA,17,0
6,1,13987,NA,4,0
7,0,6030,NA,6,0
7,0,26320,NA,25,0
3,0,108000,NA,38,1
6,0,5595,NA,4,1
7,1,719,NA,1,0
8,1,103110,NA,20,1
6,1,150000,NA,24,1
9,1,18000,NA,3,1
7,1,149000,NA,7,0
3,1,77332,NA,6,0
7,1,200000,NA,30,0
10,1,140000,NA,8,0
4,1,107406,NA,15,0
2,1,162000,NA,12,1
10,1,10741,NA,10,0
6,1,184,NA,13,0
6,0,889,NA,6,1
4,0,190000,NA,5,0
6,0,11394,NA,12,0
8,0,90000,NA,3,0
8,1,7896,NA,0.5,0
8,1,102950,NA,10,0
10,0,80000,NA,15,1
3,0,160000,NA,35,0
6,1,98814,NA,14,1
7,1,100000,NA,3,1
9,0,107406,NA,16,1
6,0,42962,NA,3,0
8,0,95000,NA,8,0
6,0,91295,NA,23,1
6,1,28788,NA,4,0
1,1,63000,NA,6,0
8,1,71781,NA,4,0
6,0,15256,NA,8,1
7,1,96666,NA,14,0
5,0,53703,NA,25,0
6,1,90000,NA,10,0
7,1,57325,NA,9,0
7,0,29000,NA,4,0
7,1,47985,NA,4,0
1,1,97500,NA,10,1
7,0,57999,NA,7,0
5,1,85000,NA,0.5,0
9,1,80250,NA,1,0
7,0,100000,NA,34,1
9,0,118919,NA,15,0
8,0,1457,NA,32,1
7,1,70000,NA,1,1
2,0,155000,NA,22,1
8,0,76419,NA,4,0
6,0,77000,NA,3,0
10,1,17945,NA,10,0
5,1,72693,NA,2,0
7,1,148000,NA,2,0
8,0,105000,NA,2,0
8,1,7286,NA,4,0
3,0,100000,NA,4,0
8,1,54923,NA,5,1
8,1,91000,NA,1,0
4,1,100000,NA,15,1
2,1,125000,NA,31,1
9,1,140000,NA,16,1
6,1,24703,NA,1,1
4,1,987,NA,3,1
8,0,53703,NA,4,0
8,1,60000,NA,12,1
7,1,300000,NA,6,0
8,1,8374,NA,2,0
8,1,100,NA,5,1
8,1,51000,NA,0.5,0
5,1,42749,NA,3,1
6,0,51555,NA,20,0
8,0,250000,NA,26,1
8,1,29738,NA,5,0
5,0,300000,NA,16,1
2,1,41872,NA,12,1
7,1,96000,NA,4,1
9,1,85846,NA,15,1
4,1,182500,NA,25,1
7,1,66592,NA,3,1
8,0,120000,NA,10,1
8,1,160000,NA,6,0
6,1,3759,NA,4,0
7,0,60000,NA,9,0
2,0,22378,NA,12,1
9,1,17945,NA,8,0
7,0,165000,NA,6,1
7,1,190000,NA,8,1
10,0,55323,NA,14,0
7,0,71129,NA,2,0
7,0,36088,NA,3,0
8,1,50955,NA,2,0
7,0,75000,NA,8,0
8,0,70063,NA,20,0
7,1,48333,NA,2,0
2,0,46246,NA,3,0
6,0,100000,NA,1,0
6,1,211464,NA,16,0
10,1,53703,NA,11,1
8,1,67021,NA,6,0
8,0,71962,NA,19,0
5,0,22216,NA,2,0
9,1,3700,NA,3,0
7,1,159235,NA,18,1
3,1,62403,NA,5,0
7,0,140000,NA,3,0
8,0,180000,NA,13,1
8,1,167194,NA,15,1
7,1,57325,NA,3,1
8,1,120000,NA,3,0
7,0,78089,NA,20,0
8,1,112000,NA,6,1
9,1,100000,NA,7,0
3,0,260000,NA,18,0
9,0,106000,NA,1,0
8,0,21564,NA,5,0
6,1,6620,NA,0.5,1
7,1,85000,NA,2,1
10,1,1975,NA,5,1
10,0,80555,NA,19,0
3,1,51984,NA,15,0
6,1,54000,NA,16,1
9,0,100000,NA,8,1
7,0,160000,NA,13,1
8,1,62327,NA,14,1
7,1,150000,NA,10,1
4,0,59898,NA,4,0
6,0,68740,NA,2,0
8,0,66242,NA,2,0
7,0,104732,NA,3,0
9,1,36000,NA,4,1
8,0,53703,NA,27,0
7,0,100000,NA,5,1
3,0,96666,NA,20,1
8,0,73000,NA,0.5,1
10,1,185000,NA,18,1
5,0,32345,NA,9,0
8,0,64444,NA,8,0
8,1,180000,NA,5,1
9,1,429625,NA,40,1
9,0,81000,NA,2,0
9,0,49407,NA,4,0
8,1,16784,NA,6,0
4,0,52500,NA,1,0
2,1,381000,NA,17,1
9,1,65000,NA,3,0
8,0,80000,NA,35,1
8,1,76433,NA,12,0
6,0,70000,NA,3,0
8,1,75000,NA,30,0
8,0,64444,NA,15,0
5,1,5982,NA,2,1
8,1,244000,NA,25,1
3,1,13797,NA,3,0
8,0,105000,NA,5,1
7,0,80000,NA,2,1
8,0,90866,NA,9,0
5,1,72693,NA,2,0
7,1,82801,NA,8,0
4,0,145956,NA,20,0
8,0,84851,NA,6,0
8,0,60000,NA,13,0
6,1,20776,NA,3,1
0,0,42962,NA,4,1
7,1,116989,NA,23,0
7,1,57325,NA,2,0
8,0,210000,NA,8,1
7,0,32222,NA,14,1
5,1,63694,NA,4,0
6,1,95384,NA,4,0
7,0,90000,NA,7,0
7,0,163000,NA,12,0
2,0,4935,NA,8,0
8,0,75000,NA,0.5,1
0,1,16937,NA,4,0
7,1,1157,NA,1,0
7,0,30000,NA,10,0
10,1,10646,NA,1,1
8,0,79894,NA,7,0
7,1,78000,NA,5,0
8,1,78508,NA,25,1
6,0,89857,NA,5,0
1,0,15202,NA,24,0
7,1,200000,NA,10,0
9,0,150000,NA,28,1
9,1,107937,NA,12,1
7,0,37592,NA,8,0
7,1,155000,NA,13,1
8,0,128887,NA,3,1
7,1,150000,NA,4,0
7,1,65907,NA,9,0
6,1,139628,NA,8,1
4,1,74305,NA,2,0
3,1,90000,NA,4,1
9,1,175000,NA,26,0
9,1,145000,NA,50,0
9,0,50689,NA,10,1
7,0,7776,NA,6,0
8,0,53703,NA,6,0
7,0,107586,NA,28,1
8,1,86624,NA,10,0
1,1,87231,NA,7,1
4,0,120000,NA,25,1
6,0,25478,NA,20,1
4,0,14919,NA,7,1
8,0,125000,NA,30,0
9,1,79962,NA,3,0
9,0,74110,NA,6,0
9,1,250000,NA,27,1
8,0,64444,NA,29,1
6,0,69058,NA,42,1
7,1,250000,NA,41,1
10,1,89172,NA,5,0
9,1,144000,NA,6,1
6,0,175000,NA,28,1
8,0,70888,NA,10,1
8,1,62796,NA,7,1
7,1,140000,NA,6,1
4,0,64444,NA,4,0
7,1,143016,NA,9,0
8,0,82000,NA,1,0
8,1,200000,NA,20,1
6,0,100000,NA,10,0
9,1,39494,NA,7,0
8,0,24243,NA,10,1
7,0,57325,NA,5,0
8,1,4300,NA,8,0
6,0,114925,NA,7,0
7,1,44551,NA,40,1
9,1,35000,NA,4,1
8,1,205000,NA,10,0
4,1,123732,NA,7,1
7,0,71962,NA,5,0
7,0,53066,NA,6,1
0,1,232834,NA,15,0
9,1,27595,NA,9,0
7,1,70063,NA,12,1
5,0,26852,NA,6,0
8,0,110000,NA,26,0
10,0,180000,NA,18,0
6,0,157000,NA,5,1
7,1,130000,NA,21,1
7,1,42962,NA,2,0
4,1,100000,NA,3,0
9,1,102000,NA,2,0
8,1,100000,NA,13,0
5,1,30611,NA,12,0
8,1,99099,NA,12,1
8,0,19752,NA,5,0
10,0,13000,NA,2,0
5,1,105000,NA,3,0
7,1,118919,NA,5,0
7,1,51555,NA,8,1
7,0,210000,NA,6,0
9,1,118,NA,5,1
7,1,500000,NA,14,1
10,0,89172,NA,20,1
9,1,15202,NA,3,1
9,1,128129,NA,28,0
7,1,90000,NA,1,1
8,1,61437,NA,4,0
7,0,130000,NA,7,0
8,1,27973,NA,5,0
8,1,190000,NA,4,0
7,1,59608,NA,2,1
2,1,76689,NA,26,0
9,0,20876,NA,15,1
7,0,89249,NA,14,0
6,0,67516,NA,10,1
6,1,18649,NA,12,1
9,1,77064,NA,15,1
3,1,110000,NA,10,0
4,0,87231,NA,3,0
5,0,90000,NA,2,1
7,1,49165,NA,20,0
6,0,95796,NA,15,0
9,1,125000,NA,24,0
9,0,200000,NA,25,1
2,0,144842,NA,11,1
8,1,130000,NA,6,1
9,0,36485,NA,3,1
8,1,29644,NA,1,0
8,1,75601,NA,5,1
8,0,140000,NA,40,0
9,0,150000,NA,6,1
8,1,7803,NA,10,1
9,0,76637,NA,3,0
8,1,66066,NA,3,0
5,1,140387,NA,18,0
8,0,66066,NA,4,0
5,1,6,NA,4,0
9,1,100000,NA,3,1
4,1,74362,NA,4,0
8,1,20887,NA,27,0
8,0,172000,NA,29,1
7,0,200000,NA,18,1
7,1,58286,NA,2,0
7,0,240000,NA,17,1
6,0,75000,NA,2,0
8,1,56372,NA,11,0
9,1,385000,NA,20,1
8,0,62392,NA,7,1
8,1,90000,NA,2,1
7,1,53703,NA,3,0
8,0,2549,NA,1,0
9,1,105000,NA,12,1
4,0,165000,NA,2,0
3,1,137000,NA,2,1
7,0,220000,NA,4,0
3,0,220000,NA,7,1
3,0,61457,NA,7,0
4,0,107406,NA,27,0
8,1,31026,NA,10,0
5,0,123600,NA,5,1
6,1,130000,NA,8,0
8,1,165000,NA,5,0
9,1,26852,NA,8,0
7,0,122851,NA,6,1
7,1,2759,NA,9,0
4,0,70000,NA,1,0
8,1,6000,NA,15,1
7,1,95384,NA,26,0
6,1,11791,NA,3,0
10,1,150000,NA,19,0
4,1,8723,NA,3,1
7,1,130000,NA,4,0
6,1,85925,NA,10,0
8,1,35326,NA,1,0
9,0,160000,NA,27,1
7,1,4674,NA,2,0
7,0,29092,NA,9,1
6,0,111000,NA,7,0
2,1,11189,NA,9,1
6,1,82802,NA,24,1
6,0,92000,NA,19,0
4,1,175000,NA,27,1
7,0,4949,NA,20,0
10,1,79962,NA,7,0
9,1,1865,NA,25,0
9,0,15583,NA,9,0
9,1,64444,NA,8,0
9,1,36975,NA,13,1
6,1,29649,NA,5,0
8,1,150000,NA,9,1
8,1,66066,NA,2,0
7,1,21640,NA,0.5,0
7,0,105000,NA,26,0
6,0,91295,NA,10,0
6,1,29696,NA,19,1
8,1,140000,NA,10,1
7,0,130000,NA,20,0
8,1,205000,NA,43,0
7,0,30074,NA,19,0
2,1,79279,NA,6,0
4,0,8205,NA,2,0
7,0,161000,NA,9,0
6,1,40814,NA,6,0
7,0,185000,NA,14,1
10,1,84500,NA,3,1
7,0,180000,NA,28,1
10,0,7973,NA,3,0
7,1,19963,NA,7,1
1,0,105000,NA,13,0
7,0,73748,NA,6,0
5,0,37592,NA,12,0
1,1,42000,NA,6,0
6,1,70000,NA,12,0
7,0,58598,NA,15,0
7,0,163000,NA,3,0
8,0,72693,NA,26,0
6,1,193331,NA,20,1
4,1,32301,NA,12,0
6,1,40000,NA,5,0
7,0,58322,NA,1,0
8,0,61500,NA,10,0
5,1,200000,NA,11,1
7,1,45284,NA,14,1
6,0,30074,NA,1,0
7,0,69369,NA,10,0
6,1,115000,NA,13,0
9,1,109039,NA,9,0
7,0,59073,NA,2,0
6,0,210000,NA,9,0
6,0,403,NA,8,1
8,0,128887,NA,10,0
10,1,270000,NA,13,1
8,1,7178,NA,0.5,1
7,1,48407,NA,14,0
2,0,61457,NA,7,0
8,0,3589,NA,3,0
8,0,201000,NA,10,1
9,1,128666,NA,35,0
2,1,19200,NA,3,0
5,0,63997,NA,4,0
8,0,140000,NA,3,1
9,1,125525,NA,1,0
7,1,65799,NA,12,0
7,1,92492,NA,1,0
7,1,58998,NA,6,0
5,0,43774,NA,5,0
7,0,100,NA,15,0
9,0,95796,NA,4,0
10,1,88073,NA,11,0
7,1,153000,NA,6,0
10,0,220000,NA,20,1
6,1,8963,NA,5,0
8,0,85886,NA,24,1
6,0,163000,NA,5,0
9,0,59073,NA,20,0
6,1,14356,NA,3,0
7,0,212000,NA,6,0
7,0,175000,NA,13,1
7,0,3067,NA,2,0
6,1,66769,NA,0.5,0
7,1,41470,NA,1,0
0,1,3735,NA,3,1
6,1,115000,NA,2,1
7,0,67602,NA,40,1
7,1,75184,NA,2,0
5,0,14356,NA,2,0
7,1,61222,NA,7,0
10,1,24707,NA,1,0
2,0,38216,NA,1,0
7,1,208000,NA,3,1
6,0,113401,NA,9,0
10,0,184789,NA,14,0
10,1,66000,NA,7,1
6,1,8614,NA,4,0
8,1,134258,NA,28,0
7,1,170000,NA,14,0
6,1,7776,NA,2,1
10,0,35444,NA,9,0
9,0,105040,NA,34,1
10,0,161109,NA,30,1
7,0,138000,NA,1,0
6,1,63694,NA,5,0
8,1,48090,NA,5,1
7,1,95796,NA,5,1
10,1,21534,NA,4,1
10,1,746,NA,0.5,0
10,1,75353,NA,15,0
7,1,29649,NA,0.5,0
7,1,187000,NA,6,0
9,1,24762,NA,2,1
5,1,18548,NA,4,0
2,1,44037,NA,2,0
10,1,138739,NA,35,1
9,1,60000,NA,20,1
7,1,21760,NA,1,0
8,0,43020,NA,1,0
9,0,78431,NA,8,0
2,0,62296,NA,10,0
9,0,130000,NA,6,0
8,1,101910,NA,6,1
6,0,107406,NA,20,0
7,1,59,NA,8,0
9,1,85925,NA,11,0
7,1,25000,NA,2,0
5,0,63694,NA,9,0
10,0,41244,NA,8,1
8,0,987,NA,4,1
5,0,64444,NA,28,0
8,0,240000,NA,10,0
8,0,64444,NA,20,1
7,0,110000,NA,6,1
2,1,33296,NA,3,0
8,1,102950,NA,27,0
7,0,3589,NA,2,0
8,1,28288,NA,3,0
9,1,46320,NA,7,1
7,0,53703,NA,7,0
9,1,55000,NA,1,0
6,1,6798,NA,2,0
9,0,74540,NA,4,0
9,1,155000,NA,6,0
7,0,112000,NA,10,1
8,1,121574,NA,10,0
5,1,73036,NA,4,0
8,1,67666,NA,4,1
5,0,81623,NA,16,0
0,1,53703,NA,5,0
7,1,13069,NA,3,0
5,0,21969,NA,3,0
7,0,114955,NA,6,0
7,0,191082,NA,6,0
7,1,5685,NA,10,0
8,1,42962,NA,4,0
10,1,22555,NA,0.5,0
7,1,23629,NA,2,0
7,1,8280,NA,8,0
8,0,23629,NA,3,0
9,0,32665,NA,11,0
7,0,59391,NA,10,1
6,1,7465,NA,3,0
6,0,95000,NA,1,1
10,0,57999,NA,9,1
5,1,91295,NA,3,0
4,0,80555,NA,15,0
6,0,80555,NA,10,1
1,1,26852,NA,2,0
7,0,26315,NA,15,0
7,1,11038,NA,4,0
6,1,47259,NA,8,0
8,1,29909,NA,1,1
7,0,41888,NA,4,0
7,1,140000,NA,5,0
7,1,32866,NA,1,0
9,1,81629,NA,10,1
10,1,12000,NA,2,0
8,1,72673,NA,1,0
7,1,53703,NA,8,1
3,1,96000,NA,7,0
6,1,7776,NA,1,0
9,1,85925,NA,15,0
7,0,109554,NA,15,0
8,0,46276,NA,2,0
7,0,160000,NA,17,0
5,0,400000,NA,12,0
7,0,14810,NA,3,1
6,1,64444,NA,2,0
9,1,120000,NA,5,1
9,1,120000,NA,35,0
6,1,64444,NA,7,0
8,1,1500,NA,4,1
5,1,44265,NA,4,1
9,1,47854,NA,9,0
3,0,1288874,NA,14,0
7,1,91295,NA,22,0
7,0,33296,NA,4,0
7,1,32222,NA,3,0
2,1,74110,NA,7,0
7,0,90000,NA,3,0
7,1,13306,NA,0.5,0
7,1,85648,NA,11,1
5,0,59073,NA,11,0
7,1,108280,NA,14,0
2,1,3544,NA,4,0
10,0,47250,NA,3,0
7,0,98000,NA,34,1
8,1,67476,NA,8,0
8,0,32610,NA,24,0
6,0,81034,NA,14,1
3,1,77332,NA,5,0
5,1,95541,NA,25,0
8,0,89147,NA,29,0
8,1,35890,NA,8,0
3,0,85925,NA,14,0
5,1,61222,NA,3,1
7,1,46185,NA,8,0
8,1,85846,NA,18,0
8,1,4187,NA,2,0
9,0,45926,NA,9,0
8,1,4187,NA,2,0
3,0,10196,NA,1,0
8,1,4785,NA,2,0
8,1,65907,NA,25,0
7,1,51555,NA,5,0
5,0,40061,NA,1,0
5,1,48333,NA,1,0
6,0,64968,NA,3,1
10,1,2900,NA,5,1
10,1,206962,NA,24,0
2,0,22258,NA,3,0
2,1,322219,NA,20,0
6,1,75184,NA,27,0
7,1,42962,NA,20,0
9,1,50481,NA,5,0
3,0,85925,NA,6,0
5,1,118471,NA,7,0
9,0,42962,NA,6,0
6,0,83597,NA,12,0
5,0,80063,NA,45,1
8,1,172000,NA,18,0
3,1,5,NA,0.5,0
7,1,49675,NA,3,1
6,1,42962,NA,5,0
6,1,14356,NA,0.5,0
4,1,797,NA,2,0
1,1,70000,NA,5,1
7,0,91295,NA,10,1
10,1,9673,NA,2,0
8,1,37592,NA,2,0
7,1,39740,NA,10,0
2,0,97740,NA,8,0
8,0,68710,NA,21,0
2,1,56155,NA,1,0
8,0,94517,NA,12,0
7,1,80555,NA,6,0
9,1,85925,NA,20,0
8,1,72243,NA,10,1
10,0,66877,NA,25,0
8,1,80555,NA,30,0
7,0,23757,NA,3,1
7,1,73783,NA,10,0
8,1,77332,NA,21,0
9,0,61866,NA,8,0
7,0,49493,NA,8,1
8,1,51555,NA,9,0
10,0,59608,NA,12,0
7,0,3589,NA,3,0
7,1,40281,NA,6,1
7,1,53703,NA,10,1
8,0,85925,NA,2,0
8,0,115778,NA,10,0
6,1,53703,NA,3,0
9,1,33879,NA,1,0
7,0,42962,NA,5,0
8,1,900000,NA,20,1
5,1,85925,NA,22,0
8,1,59817,NA,7,0
7,1,49407,NA,2,0
5,1,238460,NA,19,1
7,1,8374,NA,3,1
8,0,59073,NA,2,0
7,1,26852,NA,2,0
4,1,104476,NA,8,1
8,1,119810,NA,12,0
8,1,38666,NA,2,0
8,0,30074,NA,4,0
7,1,51475,NA,0.5,0
6,1,121018,NA,1,0
5,0,118147,NA,24,0
8,1,59073,NA,11,0
8,1,11963,NA,1,0
6,1,33033,NA,2,0
3,0,203540,NA,25,0
4,1,61222,NA,16,0
6,1,76714,NA,10,0
0,1,150369,NA,9,0
8,1,191082,NA,10,0
5,1,85375,NA,2,1
7,1,133700,NA,14,0
7,1,22378,NA,9,0
8,1,17945,NA,3,0
7,1,29909,NA,10,0
7,1,64444,NA,5,0
10,1,65907,NA,13,0
8,0,286623,NA,12,0
7,0,9571,NA,1,0
6,1,85925,NA,0.5,0
7,0,14623,NA,5,0
3,1,69814,NA,4,0
7,1,98497,NA,15,0
9,1,3625,NA,2,0
4,1,10854,NA,2,0
8,0,63370,NA,12,0
8,0,53703,NA,2,0
6,1,11963,NA,10,0
9,1,13160,NA,1,0
9,1,127388,NA,7,0
10,1,15246,NA,1,0
6,1,43822,NA,2,0
8,1,30573,NA,3,0
3,1,43435,NA,13,0
6,1,19142,NA,1,0
9,1,23757,NA,3,0
9,1,48333,NA,0.5,0
4,1,47165,NA,8,0
6,1,59073,NA,15,0
6,0,53503,NA,20,0
10,1,72492,NA,5,0
8,1,118147,NA,11,0
0,1,191082,NA,12,0
7,1,69153,NA,6,0
4,0,6580,NA,7,0
8,1,62296,NA,5,0
8,1,96666,NA,13,0
4,1,31534,NA,2,1
7,1,65,NA,3,0
9,0,21717,NA,16,0
8,0,54076,NA,6,0
8,0,77332,NA,25,1
6,1,66162,NA,7,0
8,0,48333,NA,2,0
8,1,81629,NA,5,0
8,1,49648,NA,1,0
6,1,16134,NA,2,0
6,1,20407,NA,2,1
6,1,95541,NA,4,1
2,1,140000,NA,6,0
9,0,93591,NA,8,0
6,1,61222,NA,4,0
7,1,45784,NA,2,0
8,1,32254,NA,0.5,0
4,0,11963,NA,6,0
10,1,98736,NA,11,1
9,0,31703,NA,2,0
8,0,36000,NA,11,0
10,1,9697,NA,2,0
8,1,195479,NA,19,1
2,1,52216,NA,7,1
1,0,42425,NA,6,0
7,1,69814,NA,14,0
0,0,72611,NA,10,0
7,0,46299,NA,3,1
5,0,33,NA,5,1
5,1,13082,NA,1,1
8,0,74110,NA,10,0
4,1,16984,NA,2,0
7,1,95541,NA,7,0
7,1,80555,NA,5,0
8,1,85925,NA,3,0
7,0,183000,NA,30,0
